,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
8011,8012,López Irma no atiende vuelvo a llamar,NO RELEVANTE,lopez irma no atiende vuelvo a llamar,NR
6959,6960,"Llamo a AM a 4735-6820  , me atiende una señora quien me indica que el numero marcado es incorrecto. Agradece y finaliza la llamada. 

(Único dato de Contacto de AM)",NO RELEVANTE,llamo a am a _digit_-_digit_  me atiende una senora quien me indica que el numero marcado es incorrecto agradece y finaliza la llamada 

 unico dato de contacto de am ,NR
4285,4286,No contesta los llamados,NO RELEVANTE,no contesta los llamados,NR
1944,1945,se llamo a juan y atendió su hija que amablemente me comunicó que juan se encontraba durmiendo la siesta. ella pudo contestar algunas preguntas y darnos información,NO RELEVANTE,se llamo a juan y atendio su hija que amablemente me comunico que juan se encontraba durmiendo la siesta ella pudo contestar algunas preguntas y darnos informacion,NR
12691,11055,Situación general. Alimentos. Empieza a sentir mucho el no ver al nieto. Salud bien. La hija sigue haciendo las compras,NEGATIVO,situacion general alimentos empieza a sentir mucho el no ver al nieto salud bien la hija sigue haciendo las compras,R
7283,7284,"El AM SLAUKIN An DNI 5327159 me comentó que están entregando un Kit de limpieza básica.
Y lo solicita con entrega a su domicilio .",NECESIDADES OPERATIVAS,el am slaukin an dni _digit_ me comento que estan entregando un kit de limpieza basica 
y lo solicita con entrega a su domicilio ,NEC_OP
5689,5690,se hablo con beatriz esta todo bien,POSITIVO,se hablo con beatriz esta todo bien,R
683,684,"MARIA DEL CARMEN BIEN ME CUENTA QUE SU HIJA ESTA MUY PREOCUPADA POR LOS CASOS QUE HAY EN NUESTRO PAIS, LLAMA TODOS LOS DIAS",NEGATIVO,maria del carmen bien me cuenta que su hija esta muy preocupada por los casos que hay en nuestro pais llama todos los dias,R
2838,2839,Se pueden comunicar con él para que la hija retire la caja de alimentos,NECESIDADES OPERATIVAS,se pueden comunicar con el para que la hija retire la caja de alimentos,NEC_OP
389,390,SE ENTREGA ALIMENTOS EN DOMICILIO EL 08/07/2020,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
2576,2577,Buena comunicación.,NO RELEVANTE,buena comunicacion ,NR
8482,8483,VOLVER A COMUNICARME EN EL DÍA DE HOY (19.05) PARA COMENTARLE BIEN A LA HIJA SOBRE EL VOLUNTARIADO.,NO RELEVANTE,volver a comunicarme en el dia de hoy _digit_ _digit_ para comentarle bien a la hija sobre el voluntariado ,NR
5382,5383,se encuentran bien de buen animo y contenidos por la famila,POSITIVO,se encuentran bien de buen animo y contenidos por la famila,R
4903,4904,"Conversamos un poco sobre como esta tratando de convencer a la madre para para anotarse a este programa para que se sienta acompañada. También me hablo que cada vez es mas dinámico el retiro de la caja de alimentos y que su estado de salud es muy bueno por suerte.
Muchas Gracias",NECESIDADES OPERATIVAS,conversamos un poco sobre como esta tratando de convencer a la madre para para anotarse a este programa para que se sienta acompanada tambien me hablo que cada vez es mas dinamico el retiro de la caja de alimentos y que su estado de salud es muy bueno por suerte 
muchas gracias,NEC_OP
6021,6022,Está tratando de tramitar excimicion Abl.Dice que está un poco caída .,NEGATIVO,esta tratando de tramitar excimicion abl dice que esta un poco caida ,R
6149,6150,"08/06 - Llamo a AM me indica que en el día de hoy se estuvo comunicando para resolver el envió de la caja de alimentos, pero no se encontraba la persona que le tomo los datos en el primer envió de la misma, por lo tanto le comentaron que se comunique mañana. El informa que ya sabe como se maneja la municipalidad, porque el trabajo en la misma. Le comento que mañana me estaré comunicando para así de esa forma, verificar si ya resolvió el envió de los alimentos. Agradece y finaliza la llamada.",NECESIDADES OPERATIVAS,_digit_ _digit_ - llamo a am me indica que en el dia de hoy se estuvo comunicando para resolver el envio de la caja de alimentos pero no se encontraba la persona que le tomo los datos en el primer envio de la misma por lo tanto le comentaron que se comunique manana el informa que ya sabe como se maneja la municipalidad porque el trabajo en la misma le comento que manana me estare comunicando para asi de esa forma verificar si ya resolvio el envio de los alimentos agradece y finaliza la llamada ,NEC_OP
337,338,"TODO EN ORDEN, FELIZ DIA DEL AMIGO",POSITIVO,todo en orden feliz dia del amigo,R
8787,8788,se encuentran bien de animo sigue con el reposo por la pierna  y esperando poder hacerse los estudios la semana que viene seguo llamandola para ver como sigue,POSITIVO,se encuentran bien de animo sigue con el reposo por la pierna y esperando poder hacerse los estudios la semana que viene seguo llamandola para ver como sigue,R
11762,11763,ricardo bien tratando de cambiar y comprar la bateria de su auto,POSITIVO,ricardo bien tratando de cambiar y comprar la bateria de su auto,R
4430,4431,LA Señora Isabel me comenta que se encuentra muy bien y que no necesita nada por el momento.,POSITIVO,la senora isabel me comenta que se encuentra muy bien y que no necesita nada por el momento ,R
10011,10012,"ella no se encontraba en el domicilio, hable con el hijo, el me dijo que la mama estaba bien  y la volvere a llamar la semana proxima",POSITIVO,ella no se encontraba en el domicilio hable con el hijo el me dijo que la mama estaba bien y la volvere a llamar la semana proxima,R
11828,11829,se encuentra bien,POSITIVO,se encuentra bien,R
12835,11852,HABLE CON PALMA LA SEÑORA DE RODOLFO Y  ME COMENTO QUE EL HIJO QUE VIVE EN LA PARTE  ALTA DE LA CASA  LLAMO EL DOMINDO PASADO  A EL 107  PORQUE  TIENE COVID-19  Y NUNCA FUERON DE EL 107 TERMINO LLAMANDO A SU PREPAGA AL CEMIC ESTA CONTROLADO Y MONITORIADO POR EL CEMIC EL Y SU MUJER,NEGATIVO,hable con palma la senora de rodolfo y me comento que el hijo que vive en la parte alta de la casa llamo el domindo pasado a el _digit_ porque tiene covid-_digit_ y nunca fueron de el _digit_ termino llamando a su prepaga al cemic esta controlado y monitoriado por el cemic el y su mujer,R
4115,4116,Se encuentra de buen humor. Completamos la encuesta.,POSITIVO,se encuentra de buen humor completamos la encuesta ,R
54,55,"Llamo a AM, sin respuesta alguna.",NO RELEVANTE,llamo a am sin respuesta alguna ,NR
9957,9958,el lunes 20 me comuniqué con el tel de salud y pedí la vacuna a domicilio por la discapacidad del esposo de la sra pero el pedido fue rechazado.,NEUTRAL,el lunes _digit_ me comunique con el tel de salud y pedi la vacuna a domicilio por la discapacidad del esposo de la sra pero el pedido fue rechazado ,NR
5408,5409,"No contesto el llamado.
El primer teléfono da tono ocupado y el segundo va directo al buzón de voz.",NO RELEVANTE,no contesto el llamado 
el primer telefono da tono ocupado y el segundo va directo al buzon de voz ,NR
7417,7418,"Hablé con la esposa Elena Beckman. Está angustiada por una situación de violencia vivida con Horacio. Es su ex marido que está viviendo en su casa. Tiene un departamento en el mismo edificio, pero no se quiere ir a su casa. Está instalado en el departamento de Elena. La semana pasada dice Elena que le dijo que se vaya a su casa y él se enojó y le hundió los dedos en los ojos. No sé cómo se maneja esta situación, si hay que dar intervención al área de violencia de género.",NEGATIVO,hable con la esposa elena beckman esta angustiada por una situacion de violencia vivida con horacio es su ex marido que esta viviendo en su casa tiene un departamento en el mismo edificio pero no se quiere ir a su casa esta instalado en el departamento de elena la semana pasada dice elena que le dijo que se vaya a su casa y el se enojo y le hundio los dedos en los ojos no se como se maneja esta situacion si hay que dar intervencion al area de violencia de genero ,R
163,164,En el día de la fecha retiró caja de alimentos,NECESIDADES OPERATIVAS,en el dia de la fecha retiro caja de alimentos,NEC_OP
9352,9353, info sobre lugares de pago de abl. todo en orden.-,POSITIVO, info sobre lugares de pago de abl todo en orden -,R
2431,2432,"Llamo a AM, me atiende la Hija de CH, me informan que ella estaba con la presión un poco alta pero que por el momento se encuentra bien. Ella ahora mismo no se encuentra con ella, pero luego van a llevarla nuevamente a su casa. Me indica que por el momento no requieren la asistencia, ya que AM cuenta con personas a su disposición. Agradece y finaliza la llamada.",NO RELEVANTE,llamo a am me atiende la hija de ch me informan que ella estaba con la presion un poco alta pero que por el momento se encuentra bien ella ahora mismo no se encuentra con ella pero luego van a llevarla nuevamente a su casa me indica que por el momento no requieren la asistencia ya que am cuenta con personas a su disposicion agradece y finaliza la llamada ,NR
5791,5792,Charla,NO RELEVANTE,charla,NR
2830,2831,No me pude comunicar.,NO RELEVANTE,no me pude comunicar ,NR
3694,3695,La llamé para preguntarme como estaba y si necesitaba algo. Esta bien y por ahora tiene medicamento para dos meses y bastante comida que se la alcanza el señor que trabaja en el almacén a la vuelta de su casa,POSITIVO,la llame para preguntarme como estaba y si necesitaba algo esta bien y por ahora tiene medicamento para dos meses y bastante comida que se la alcanza el senor que trabaja en el almacen a la vuelta de su casa,R
5957,5958,LA LLAME A LUISA  Y LE DEJE EN EL CONTESTADOR,NO RELEVANTE,la llame a luisa y le deje en el contestador,NR
4800,4801,"Hablamos bastante de películas y documentales, nos pasamos algunas películas para ver. Me contó que aprendió nuevas recetas de cocina y que hoy iba a hacer una torta de chocolate. quedamos en hablar por WhatsAPP y que la semana que viene lo llamaba.",NEUTRAL,hablamos bastante de peliculas y documentales nos pasamos algunas peliculas para ver me conto que aprendio nuevas recetas de cocina y que hoy iba a hacer una torta de chocolate quedamos en hablar por whatsapp y que la semana que viene lo llamaba ,NR
9815,9816,"despues de varios intentos logre comunicarme con la sra. rosa hablamos durante 37 minutos,el tel.no tiene sonido, me habla de ella de su familia y vecinos, extrana no poder salir hacer las compras, pagar los impuestos lo ayuda el esposo de su hija, exrana su nieto, su perrita por su salud no lo pude tener",NEGATIVO,despues de varios intentos logre comunicarme con la sra rosa hablamos durante _digit_ minutos el tel no tiene sonido me habla de ella de su familia y vecinos extrana no poder salir hacer las compras pagar los impuestos lo ayuda el esposo de su hija exrana su nieto su perrita por su salud no lo pude tener,R
5775,5776,Sin novedad,NO RELEVANTE,sin novedad,NR
8203,8204,no le interesa.no quiere que la llamen.,NO RELEVANTE,no le interesa no quiere que la llamen ,NR
8711,8712,"En el día de la fecha (26/05) me comuniqué nuevamente según lo acordado con la esposa del Sr. Juan Andrada, Isabel Lajara que habita con el. Me comentó nuevamente que, por el momento, no necesita asistencia médica su esposo y no tiene necesidad alimentaria ya que su hijo le va a realizar la compra de alimentos necesarios. Se quedó en llamar dentro de 15 días para ver nuevamente estas cuestiones.",NEUTRAL,en el dia de la fecha _digit_ _digit_ me comunique nuevamente segun lo acordado con la esposa del sr juan andrada isabel lajara que habita con el me comento nuevamente que por el momento no necesita asistencia medica su esposo y no tiene necesidad alimentaria ya que su hijo le va a realizar la compra de alimentos necesarios se quedo en llamar dentro de _digit_ dias para ver nuevamente estas cuestiones ,NR
4595,4596,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
7511,7512,Dice estar con mas pilas que días anteriores.,POSITIVO,dice estar con mas pilas que dias anteriores ,R
8547,8548,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,el dia _digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
10596,10597,intenté comunicarme en distintos momentos del día. en todos los llamados fui atendida por el contestador.,NO RELEVANTE,intente comunicarme en distintos momentos del dia en todos los llamados fui atendida por el contestador ,NR
6589,6590,No contesta los llamados,NO RELEVANTE,no contesta los llamados,NR
4253,4254,No atiende nadie.,NO RELEVANTE,no atiende nadie ,NR
5785,5786,"Hablamos x whatsapp , esta en lo de su hijo",NEUTRAL,hablamos x whatsapp  esta en lo de su hijo,NR
9577,9578,"angela bien amasando galletas marineras, estranando la vida social que tenia ir al centro de jubilados,reunirce con sus amigas trato de animarla le digo que asi corremos menos riesgo de contagio, cambiamos la charla y se anima, agradece el llamado.",POSITIVO,angela bien amasando galletas marineras estranando la vida social que tenia ir al centro de jubilados reunirce con sus amigas trato de animarla le digo que asi corremos menos riesgo de contagio cambiamos la charla y se anima agradece el llamado ,R
5405,5406,"se encontraba bien entretenida con sus plantas... Le informé sobre el beneficio del ABL me comento que en otra ocacion no la exhimieron porque no era la titular, la realidad es que era de sus padres vive sola y ella la mantiene con su jubilación. De todas maneras le aconseje que consultará al 147.",NEUTRAL,se encontraba bien entretenida con sus plantas  le informe sobre el beneficio del abl me comento que en otra ocacion no la exhimieron porque no era la titular la realidad es que era de sus padres vive sola y ella la mantiene con su jubilacion de todas maneras le aconseje que consultara al _digit_ ,NR
8981,8982,"Sigo sin poder comunicarme, salta el contestador como ya se los informé por mail.",NO RELEVANTE,sigo sin poder comunicarme salta el contestador como ya se los informe por mail ,NR
11878,11879,se encuentra bien sin ningún inconveniente ni necesidad.,POSITIVO,se encuentra bien sin ningun inconveniente ni necesidad ,R
12396,12397,todo bien sin novedades,POSITIVO,todo bien sin novedades,R
241,242,"13.19 hs. 
Atiende el contestador, llamé varias veces",NO RELEVANTE,_digit_ _digit_ hs 
atiende el contestador llame varias veces,NR
10758,10759,"la sra. ana maria quería la caja de alimentos pero se le complica irla a buscar, la hija trabaja y ella no puede salir. asi que me comunicó que muchas gracias por la info. está bien de salud, cuidada por su hija.",POSITIVO,la sra ana maria queria la caja de alimentos pero se le complica irla a buscar la hija trabaja y ella no puede salir asi que me comunico que muchas gracias por la info esta bien de salud cuidada por su hija ,R
7057,7058,Sin novedad,NO RELEVANTE,sin novedad,NR
1870,1871,"AM solicita caja de alimentos: 
Nombre y Apellido: Miriam De Grau
DNI: 11506194
Celular: 1554928110
Dirección: Venezuela 4429, Villa Martelli
No tiene nadie que pueda ir a buscar, ellos se cuidan mucho, necesitaría que se la envíen a domicilio.",NECESIDADES OPERATIVAS,am solicita caja de alimentos 
nombre y apellido miriam de grau
dni _digit_
celular _digit_
direccion venezuela _digit_ villa martelli
no tiene nadie que pueda ir a buscar ellos se cuidan mucho necesitaria que se la envien a domicilio ,NEC_OP
4534,4535,muy bien de animo,POSITIVO,muy bien de animo,R
240,241,"voy a llamar mañana por que el marido no estaba y me pidio que lo llame a él, todas las comunicaciones fueron con el.",NO RELEVANTE,voy a llamar manana por que el marido no estaba y me pidio que lo llame a el todas las comunicaciones fueron con el ,NR
8870,8871,"Sigue bien, agradece llamado. sigue pidiendo delivery y una hija los asiste.",POSITIVO,sigue bien agradece llamado sigue pidiendo delivery y una hija los asiste ,R
6986,6987,Necesita la caja ya q tienen la jubilación mínima y alquilan,NECESIDADES OPERATIVAS,necesita la caja ya q tienen la jubilacion minima y alquilan,NEC_OP
55,56,HOY HABLE CON MARIA DEL CARMEN Y LAMENTABLEMENTE  FALLECIO EL  HERMANO   HUMBERTO ESTAN MUY MAL ELLLA Y MARTINA,NEGATIVO,hoy hable con maria del carmen y lamentablemente fallecio el hermano  humberto estan muy mal ellla y martina,R
7007,7008,"El Sr Ferrari Miguel Angel, es ciego, y necesita aplicarse la vacuna antigripál, solicita si lo vacunen a domicilio, comunicar que la Sra Patricia que es la esposa 1532317674",NECESIDADES OPERATIVAS,el sr ferrari miguel angel es ciego y necesita aplicarse la vacuna antigripal solicita si lo vacunen a domicilio comunicar que la sra patricia que es la esposa _digit_,NEC_OP
8525,8526,La Señora Inés Flores se encuentra bien.,POSITIVO,la senora ines flores se encuentra bien ,R
10289,10290,"están muy tranquilos, disfrutando el día del trabajador",POSITIVO,estan muy tranquilos disfrutando el dia del trabajador,R
4445,4446,no puedo comunicar,NO RELEVANTE,no puedo comunicar,NR
8196,8197,Hoy hable con su hija Laura y me comento como estaban llevando sus dias nos cuenta q vilma esta muy bien y sus dias la pasa junto a su nieta q vive con ella ...tambien me conto q el municipio le habia lacanzado mercaderia y estaban contentas ya q se sienten acompañadas de igual manera Laura esta preocupada por su trabajo ya q no esta habilitada para hacerlo y le preocupa q se acumilen cuentas el resto todo bien .,NECESIDADES OPERATIVAS,hoy hable con su hija laura y me comento como estaban llevando sus dias nos cuenta q vilma esta muy bien y sus dias la pasa junto a su nieta q vive con ella  tambien me conto q el municipio le habia lacanzado mercaderia y estaban contentas ya q se sienten acompanadas de igual manera laura esta preocupada por su trabajo ya q no esta habilitada para hacerlo y le preocupa q se acumilen cuentas el resto todo bien ,NEC_OP
1647,1648,Hoy le alcanzo la caja de alimentos,NECESIDADES OPERATIVAS,hoy le alcanzo la caja de alimentos,NEC_OP
5340,5341,No responde a los llamados. El contestador indica que no esta disponible,NO RELEVANTE,no responde a los llamados el contestador indica que no esta disponible,NR
3253,3254,Estan muy bien y Felices de haber sido nuevamente abuelos,POSITIVO,estan muy bien y felices de haber sido nuevamente abuelos,R
6568,6569,"No pudo conseguir la vacuna hasta el momento, cuando va a la salita ya no hay más stock.",NEGATIVO,no pudo conseguir la vacuna hasta el momento cuando va a la salita ya no hay mas stock ,R
5201,5202,"Se hace primer contacto con AM, indica que no está interesada y corta.",NO RELEVANTE,se hace primer contacto con am indica que no esta interesada y corta ,NR
3005,3006,"Llame a Alicia para avisarle que le van a llegar lo alimentos , no se sentía  bien , el hijo estaba con ella y cree que pasaron ya a dejarlos, lo que no sabía es si su hijo los había llegado a atender.",NEGATIVO,llame a alicia para avisarle que le van a llegar lo alimentos  no se sentia bien  el hijo estaba con ella y cree que pasaron ya a dejarlos lo que no sabia es si su hijo los habia llegado a atender ,R
8451,8452,La Señora Beatriz Dib se encuentra bien.,POSITIVO,la senora beatriz dib se encuentra bien ,R
1059,1060,"Cansada del encierro, pero bien de animo.",NEGATIVO,cansada del encierro pero bien de animo ,R
1886,1887,HABLO CON HERMANA DE AM. AM ESTÁ EN UN TURNO MÉDICO (DE RUTINA). INFO LLAMAREMOS MAÑANA,NO RELEVANTE,hablo con hermana de am am esta en un turno medico de rutina  info llamaremos manana,NR
12768,13329,"Esta bien de salud, muy preocupada por un pariente internado en capital, tuvimos una larga charla y agradece el llamado y la contención.",NEGATIVO,esta bien de salud muy preocupada por un pariente internado en capital tuvimos una larga charla y agradece el llamado y la contencion ,R
12517,12518,vilma se encuentra bien esta muy ocupada ya q es un poco inquieta asi lo manifiesta su hija con quien tambien hable  ...se siente bien de animo  quedamos en una nueva llamada la proxima semana  ...,POSITIVO,vilma se encuentra bien esta muy ocupada ya q es un poco inquieta asi lo manifiesta su hija con quien tambien hable   se siente bien de animo quedamos en una nueva llamada la proxima semana   ,R
302,303,Se encuentra bien.,POSITIVO,se encuentra bien ,R
2957,2958,hablamos y les pase informacion sobre la caja de alimentos,NECESIDADES OPERATIVAS,hablamos y les pase informacion sobre la caja de alimentos,NEC_OP
777,778,Todo en orden,POSITIVO,todo en orden,R
1748,1749,"Me he comunicado nuevamente con Ramón, tuvimos una charla muy linda como siempre, distendida. Me comunicaré nuevamente la semana próxima.",POSITIVO,me he comunicado nuevamente con ramon tuvimos una charla muy linda como siempre distendida me comunicare nuevamente la semana proxima ,R
1106,1107,en perfecto estado,POSITIVO,en perfecto estado,R
5207,5208,"El AM se encuentra en compañía de su familia .no esta interesado en realizar actividades cognitivas ,realiza trabajos manuales en su domicilio .se le entregará la caja alimentaria  en su domicilio .",NECESIDADES OPERATIVAS,el am se encuentra en compania de su familia no esta interesado en realizar actividades cognitivas realiza trabajos manuales en su domicilio se le entregara la caja alimentaria en su domicilio ,NEC_OP
9363,9364, pasé info pero no se vacuna. pactado ronda de llamados del 09/04.,NEUTRAL, pase info pero no se vacuna pactado ronda de llamados del _digit_ _digit_ ,NR
484,485,No contesto el llamado. Contestador indica que no se encuentra disponible.,NO RELEVANTE,no contesto el llamado contestador indica que no se encuentra disponible ,NR
3197,3198,El numero que figura no es el de ella.,NO RELEVANTE,el numero que figura no es el de ella ,NR
11566,11567,no se ha hecho nada con este sr. y reitero que esta muy necesitado de atencion.,NEGATIVO,no se ha hecho nada con este sr y reitero que esta muy necesitado de atencion ,R
1340,1341,Necesita atencion medica por un fuerte dolor en el hombro.,NECESIDADES OPERATIVAS,necesita atencion medica por un fuerte dolor en el hombro ,NEC_OP
10693,10694,la señora indica que todo sigue controlado y bien. que no necesita que por el momento la sigamos llamando. me pregunta como comunicarse en caso de necesitar asistencia. indico llamar a 147 y pedir que se le haga un llamado desde el programa,POSITIVO,la senora indica que todo sigue controlado y bien que no necesita que por el momento la sigamos llamando me pregunta como comunicarse en caso de necesitar asistencia indico llamar a _digit_ y pedir que se le haga un llamado desde el programa,R
3904,3905,Se realizó la derivación correspondiente para el envío de alimentos a domicilio,NECESIDADES OPERATIVAS,se realizo la derivacion correspondiente para el envio de alimentos a domicilio,NEC_OP
9835,9836,"efectué el primer paso para solicitar por internet el cobro de itp ante la ansses. cuando seferino reciba en su teléfono un número de ingreso de código, deberá proporcionármelo para completar la solicitud que envié hoy",NEUTRAL,efectue el primer paso para solicitar por internet el cobro de itp ante la ansses cuando seferino reciba en su telefono un numero de ingreso de codigo debera proporcionarmelo para completar la solicitud que envie hoy,NR
12611,9953,"ANGELA BIEN DE VUELTA A SU CASA DESPUES DE CUATRO MESES YA QUERIA ESTAR EN SU LUGAR, SE ENCUENTRA PERDIDA NO SABE DONDE ESTAN LAS COSAS",NEGATIVO,angela bien de vuelta a su casa despues de cuatro meses ya queria estar en su lugar se encuentra perdida no sabe donde estan las cosas,R
5653,5654,"Estimada: le informamos que, por el momento, no disponemos de entrega de artículos de limpieza.",NECESIDADES OPERATIVAS,estimada le informamos que por el momento no disponemos de entrega de articulos de limpieza ,NEC_OP
3032,3033,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
7026,7027,No contesta. La llamé el 20 y 21 y tampoco logré dar con ella.,NO RELEVANTE,no contesta la llame el _digit_ y _digit_ y tampoco logre dar con ella ,NR
5766,5767,"11/5: se establece el primer contacto. Refiere no necesitar nada, ya que cuenta con tres hijos, dos de los cuales la están asistiendo. Se acuerda próximo contacto telefónico.",NEUTRAL,_digit_ _digit_ se establece el primer contacto refiere no necesitar nada ya que cuenta con tres hijos dos de los cuales la estan asistiendo se acuerda proximo contacto telefonico ,NR
10055,10056,"en el día de la fecha se comunicó la hija del am qe se encuentra postrada solicitando la ayuda para retirar una orden en su domicilio ,para la compra de pañales .saludos cordiales",NEUTRAL,en el dia de la fecha se comunico la hija del am qe se encuentra postrada solicitando la ayuda para retirar una orden en su domicilio para la compra de panales saludos cordiales,NR
8730,8731,No contesto llamado,NO RELEVANTE,no contesto llamado,NR
12477,12478,"tonina esta muy bien toma medicacion para el corazon pero se la trae el hijo ella se cocina y lava a mano la ropa para que pase mas rapido el tiempo ,se hizo un tapa boca para usar cuando entra en el hijo",POSITIVO,tonina esta muy bien toma medicacion para el corazon pero se la trae el hijo ella se cocina y lava a mano la ropa para que pase mas rapido el tiempo se hizo un tapa boca para usar cuando entra en el hijo,R
11709,11710,"quise poner la fecha de nacimiento de el señor pero no lo pude llenar la pagina no me deja 
la fecha es 17/03/1940",NO RELEVANTE,quise poner la fecha de nacimiento de el senor pero no lo pude llenar la pagina no me deja 
la fecha es _digit_ _digit_ _digit_,NR
1960,1961,"Hablo con AM.  Se encuentra bien de animo y de salud. Vive solo pero su hijo lo asiste con todo lo que necesite.
Sugiere que se haga una fumigacion para mantener limpio ya que dice que aun no hay casos en su barrio.
Quedamos que me comunicare mañana para realizar la encuesta.",POSITIVO,hablo con am  se encuentra bien de animo y de salud vive solo pero su hijo lo asiste con todo lo que necesite 
sugiere que se haga una fumigacion para mantener limpio ya que dice que aun no hay casos en su barrio 
quedamos que me comunicare manana para realizar la encuesta ,R
9968,9969,el numero esta equivocado,NO RELEVANTE,el numero esta equivocado,NR
11166,11167,"me dijo que paso bien el finde que aprovecho a limpiar tomo un poco de sol ,ahora iba a seguir haciendo las tareas de arte, que por suerte todavía se sentía enérgica y con buen animo me dijo que la tienen cansadas las noticias falsas pero que tiene que empezar por uno mismo el tema de no seguir reenviando, extraña pasear pero sabe que es algo pasajero y que hay que esperar, me dijo no sabes lo contenta que me pone y lo bien que me hacen tus llamados y que ojala que cuando todo esto pase nos podamos juntar a tomar un café por algún lugar de los lindos que hay acá en vicente lopez",POSITIVO,me dijo que paso bien el finde que aprovecho a limpiar tomo un poco de sol ahora iba a seguir haciendo las tareas de arte que por suerte todavia se sentia energica y con buen animo me dijo que la tienen cansadas las noticias falsas pero que tiene que empezar por uno mismo el tema de no seguir reenviando extrana pasear pero sabe que es algo pasajero y que hay que esperar me dijo no sabes lo contenta que me pone y lo bien que me hacen tus llamados y que ojala que cuando todo esto pase nos podamos juntar a tomar un cafe por algun lugar de los lindos que hay aca en vicente lopez,R
10713,10714,la señora no requiere de ayuda. prefiere que el recurso se utilice en personas que realmente lo necesiten.,NEUTRAL,la senora no requiere de ayuda prefiere que el recurso se utilice en personas que realmente lo necesiten ,NR
8704,8705,hable  y me pidio que llame mas tarde porque estaba ocupada,NO RELEVANTE,hable y me pidio que llame mas tarde porque estaba ocupada,NR
6317,6318,SE ENTREGO ALIMENTOS EN DOMICILIO EL 17/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
6934,6935,"Esta bien, aun no ha ido a retirar la caja porque depende de que su hijo pueda acercarse al lugar. lee, hace crucigramas y toma mate en el patio.",NECESIDADES OPERATIVAS,esta bien aun no ha ido a retirar la caja porque depende de que su hijo pueda acercarse al lugar lee hace crucigramas y toma mate en el patio ,NEC_OP
1393,1394,"Se encuentra bien de ánimo, por el momento no necesita que le hagamos ningún pedido de alimentos o medicación.
No está interesada en realizar las actividades que se brindarán en forma virtual ya que me comentó que está ocupada con las que el centro recreativo, del cual forma parte, le envía.",POSITIVO,se encuentra bien de animo por el momento no necesita que le hagamos ningun pedido de alimentos o medicacion 
no esta interesada en realizar las actividades que se brindaran en forma virtual ya que me comento que esta ocupada con las que el centro recreativo del cual forma parte le envia ,R
8231,8232,"6/7/20 llame en dos oportunidades 14,50 hs. y 16,50 hs, y responde un contestador automático",NO RELEVANTE,_digit_ _digit_ _digit_ llame en dos oportunidades _digit_ _digit_ hs y _digit_ _digit_ hs y responde un contestador automatico,NR
10789,10790,"le deje mensaje en el contestador por el tema de los alimentos. no tiene como ir a buscarlos, ya llame al 4711 2800 int. 4417 y me tomaron los datos para anotarla y acercales.",POSITIVO,le deje mensaje en el contestador por el tema de los alimentos no tiene como ir a buscarlos ya llame al _digit_ _digit_ int _digit_ y me tomaron los datos para anotarla y acercales ,R
2608,2609,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,el dia _digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
10595,10596,"intente comunicarme con ella, pero no me respondio el telefono.",NO RELEVANTE,intente comunicarme con ella pero no me respondio el telefono ,NR
197,198,"Hablo con AM. 
Se encuentra bien y me indica que el escucha poco y que por eso a veces no atiende el telefono.
 Me dice que hay un chico que lo asiste y que puedo hablar con el sin problemas, acepto. 
Quedamos que llamare mañana alrededor de las 15hs para poder hacer la encuesta hablando con el chico que lo asiste.",POSITIVO,hablo con am 
se encuentra bien y me indica que el escucha poco y que por eso a veces no atiende el telefono 
 me dice que hay un chico que lo asiste y que puedo hablar con el sin problemas acepto 
quedamos que llamare manana alrededor de las _digit_hs para poder hacer la encuesta hablando con el chico que lo asiste ,R
8557,8558,"sigo sin poder comunicarme ,sige atendiendome la operadora diciendo que el numero es icorrecto o esta desconectado",NO RELEVANTE,sigo sin poder comunicarme sige atendiendome la operadora diciendo que el numero es icorrecto o esta desconectado,NR
10067,10068,en el día nos estuvimos comunicando vía whatsapp y se encuentra muy bien de ánimo y agradecida por el contacto,POSITIVO,en el dia nos estuvimos comunicando via whatsapp y se encuentra muy bien de animo y agradecida por el contacto,R
3356,3357,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,se entrego material cognitivo en domicilio el _digit_ _digit_ _digit_,NEC_OP
4373,4374,Adulto Mayor se encuentra bien de salud en compañia de su esposa.,POSITIVO,adulto mayor se encuentra bien de salud en compania de su esposa ,R
9077,9078,Sin novedad,NO RELEVANTE,sin novedad,NR
