id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
11983,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11984,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11985,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11986,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11987,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11988,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11989,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11990,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11991,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11992,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11993,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11994,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
11995,se encuentra muy bien. un poco preocupado por la situación.,POSITIVO,se encuentra muy bien un poco preocupado por la situacion ,R
11996,"se encuentra muy depresiva, ya está en contacto con la psicológa lic. sofía vázquez.",NEGATIVO,se encuentra muy depresiva ya esta en contacto con la psicologa lic sofia vazquez ,R
11997,"se encuentra muy deprimida, será contactada por la psicóloga sofia vazquez",NEGATIVO,se encuentra muy deprimida sera contactada por la psicologa sofia vazquez,R
11998,"se encuentra muy nien de ánimo, hace muchas actividades en su hogar y esta muy contenida por su familia. agradece que me ponga en contacto con ella.",POSITIVO,se encuentra muy nien de animo hace muchas actividades en su hogar y esta muy contenida por su familia agradece que me ponga en contacto con ella ,R
11999,"se encuentra n bien, sin ninguna novedad",POSITIVO,se encuentra n bien sin ninguna novedad,R
12000,"se encuentra perfecta, asistiendo a otros adultos mayores.  aun no cumple los 70. me agradeció por el llamado  y me aclaro que no necesita nada.",POSITIVO,se encuentra perfecta asistiendo a otros adultos mayores  aun no cumple los _digit_ me agradecio por el llamado y me aclaro que no necesita nada ,R
12001,"se encuentra perfecta, y le brinde la fecha y lugar de vacunación muy agradecidos",POSITIVO,se encuentra perfecta y le brinde la fecha y lugar de vacunacion muy agradecidos,R
12002,se encuentra perfecta.,POSITIVO,se encuentra perfecta ,R
12003,se encuentra perfecta. no necesita nada por ahora. me agradece siempre el llamado,POSITIVO,se encuentra perfecta no necesita nada por ahora me agradece siempre el llamado,R
12004,"se encuentra transitando una infección urinaria, con antibioticos, pero muy bien acompañada por sus hijas, haciendo reposo, y mirando televisión, evitando las noticias negaivas.",POSITIVO,se encuentra transitando una infeccion urinaria con antibioticos pero muy bien acompanada por sus hijas haciendo reposo y mirando television evitando las noticias negaivas ,R
12005,se encuentra un poco mejor de salud. volvió hacer reclamo pami por la vacuna a domicilio. su hija iba a acostarla.,NEUTRAL,se encuentra un poco mejor de salud volvio hacer reclamo pami por la vacuna a domicilio su hija iba a acostarla ,NR
12006,"se encuentran bastante bien de animo, su reclamo es que la asistencia  domiciliaria que le dijeron que brindaba el municipio es mentira , ella llamo para la asistencia porque nececitaba ir a comprar los remedios y  le dijeron que no brindaban ese servico.quede en averiguarle si en verdad que el municipio esta realizando la asistencia domiciliaria seguire llamando para ver como sigue ella y su marido",POSITIVO,se encuentran bastante bien de animo su reclamo es que la asistencia domiciliaria que le dijeron que brindaba el municipio es mentira  ella llamo para la asistencia porque nececitaba ir a comprar los remedios y le dijeron que no brindaban ese servico quede en averiguarle si en verdad que el municipio esta realizando la asistencia domiciliaria seguire llamando para ver como sigue ella y su marido,R
12007,se encuentran bastante bien y los volvere a llamar para hacer seguimiento,POSITIVO,se encuentran bastante bien y los volvere a llamar para hacer seguimiento,R
12008,se encuentran bien,POSITIVO,se encuentran bien,R
12009,"se encuentran bien ,charlamos un rato ,soluciono lo de la enfermera,quedamos en contactarnos .",POSITIVO,se encuentran bien charlamos un rato soluciono lo de la enfermera quedamos en contactarnos ,R
12010,se encuentran bien ambos- se vacunaran el lunes- los llamare en la semana para ver como se encuentran,POSITIVO,se encuentran bien ambos- se vacunaran el lunes- los llamare en la semana para ver como se encuentran,R
12011,se encuentran bien con su esposo,POSITIVO,se encuentran bien con su esposo,R
12012,"se encuentran bien de anim, la unica preocupacion que tenia era sobre los pagos de sus impuestos , y se lo pude solucionar indicandole comomo los podia abomnar por mercado pago , segire llaman dola para ver como sigen",POSITIVO,se encuentran bien de anim la unica preocupacion que tenia era sobre los pagos de sus impuestos  y se lo pude solucionar indicandole comomo los podia abomnar por mercado pago  segire llaman dola para ver como sigen,R
12013,"se encuentran bien de animo , lo unico que le preocupa esque necesita la recetas del medico de pami y nos epude comuniacr con el quere saber comom hacr para poder tenerla receta y comprar losmremedios que necesita qurde en averiguarle y volverla a llamar",POSITIVO,se encuentran bien de animo  lo unico que le preocupa esque necesita la recetas del medico de pami y nos epude comuniacr con el quere saber comom hacr para poder tenerla receta y comprar losmremedios que necesita qurde en averiguarle y volverla a llamar,R
12014,se encuentran bien de animo esta haciendo todos los tramites para poder ir al medico por el tema de la anticuagulacion el miercoles por la tarde la voy a llamar para ver como le fue con el laboratorio que va a ir a su casa para la  exteaccion de sangre que le tienen que hacer para controlar la anticuagulacion,POSITIVO,se encuentran bien de animo esta haciendo todos los tramites para poder ir al medico por el tema de la anticuagulacion el miercoles por la tarde la voy a llamar para ver como le fue con el laboratorio que va a ir a su casa para la exteaccion de sangre que le tienen que hacer para controlar la anticuagulacion,R
12015,se encuentran bien de animo seguire llamndolos.,POSITIVO,se encuentran bien de animo seguire llamndolos ,R
12016,"se encuentran bien de animo, contenidos por su hijo, seguire llamandolos",POSITIVO,se encuentran bien de animo contenidos por su hijo seguire llamandolos,R
12017,"se encuentran bien de animo, les gusta que los llame para hablar con ellos , seguire llamandolos",POSITIVO,se encuentran bien de animo les gusta que los llame para hablar con ellos  seguire llamandolos,R
12018,se encuentran bien le saque dudad por el tema de pagos de servicios seguire llamndola para ver como siguen .,POSITIVO,se encuentran bien le saque dudad por el tema de pagos de servicios seguire llamndola para ver como siguen ,R
12019,se encuentran bien muy agradecidos por el  llamado,POSITIVO,se encuentran bien muy agradecidos por el llamado,R
12020,se encuentran bien necesitan mandados y compra de remedios.,POSITIVO,se encuentran bien necesitan mandados y compra de remedios ,R
12021,"se encuentran bien, agendaron mi teléfono, pero por el momento no necesitan nada.
quedamos que en unos dias volvemos a hablar",POSITIVO,se encuentran bien agendaron mi telefono pero por el momento no necesitan nada quedamos que en unos dias volvemos a hablar,R
12022,"se encuentran bien, entienden perfectamente la situación y les encanta el llamado.",POSITIVO,se encuentran bien entienden perfectamente la situacion y les encanta el llamado ,R
12023,"se encuentran bien, hoy un poco cansada porque estuvo haciendo cosas en la casa, estuvo limpiando junto a su marido.",POSITIVO,se encuentran bien hoy un poco cansada porque estuvo haciendo cosas en la casa estuvo limpiando junto a su marido ,R
12024,"se encuentran bien, llamo a la sra. rosa comenzo c/la qimio desde ayer yo todabia no logre comunicarme llamo mas tarde",NEGATIVO,se encuentran bien llamo a la sra rosa comenzo c la qimio desde ayer yo todabia no logre comunicarme llamo mas tarde,R
12025,"se encuentran bien, pero solicita la asistencia con alimentos",POSITIVO,se encuentran bien pero solicita la asistencia con alimentos,R
12026,"se encuentran bien, toman solcito, leen, miran tele, hacen cosas en la casa.
preocupados por la extensión de la cuarentena y la economía en general.",POSITIVO,se encuentran bien toman solcito leen miran tele hacen cosas en la casa preocupados por la extension de la cuarentena y la economia en general ,R
12027,se encuentran bien.,POSITIVO,se encuentran bien ,R
12028,se encuentran bien.,POSITIVO,se encuentran bien ,R
12029,"se encuentran bien. en esta oportunidad me atendió el esposo (irineo), su esposa estaba cocinando me contó que su jardín de invierno vidriado tenía unas goteras asique se iba a poner en campaña para llamar a la empresa que se lo colocó. me contó también que se turnaban con su esposa susana para cocinar.",POSITIVO,se encuentran bien en esta oportunidad me atendio el esposo irineo  su esposa estaba cocinando me conto que su jardin de invierno vidriado tenia unas goteras asique se iba a poner en campana para llamar a la empresa que se lo coloco me conto tambien que se turnaban con su esposa susana para cocinar ,R
12030,se encuentran bien. reciben la caja de alimentos y me preguntaba cuándo llegaba la próxima.,POSITIVO,se encuentran bien reciben la caja de alimentos y me preguntaba cuando llegaba la proxima ,R
12031,"se encuentran bien.
asistidos por vecinos y su hijo.",POSITIVO,se encuentran bien asistidos por vecinos y su hijo ,R
12032,se encuentran en perfecto estado. generalmente me agradecen por la cotidianeidad de los llamados y la compañía que representa,POSITIVO,se encuentran en perfecto estado generalmente me agradecen por la cotidianeidad de los llamados y la compania que representa,R
12033,"se encuentran felices, hoy cumplen 50 años de casados. me dijeron que la casa pegada a la suya tiene mucho yuyos altos y le temen al dengue, por si se puede hacer algo.",POSITIVO,se encuentran felices hoy cumplen _digit_ anos de casados me dijeron que la casa pegada a la suya tiene mucho yuyos altos y le temen al dengue por si se puede hacer algo ,R
12034,"se encuentran muy bien ,asistido por los vecinos para sus compras y necesidades ,tuvimos una charla amena se encuentran de buen animo  , quedamos que seguimos en contacto .",POSITIVO,se encuentran muy bien asistido por los vecinos para sus compras y necesidades tuvimos una charla amena se encuentran de buen animo  quedamos que seguimos en contacto ,R
12035,se encuentran muy bien y con mucha energía,POSITIVO,se encuentran muy bien y con mucha energia,R
12036,"se encuentran muy bien y los trámites con su obra social, estan saliendo perfectos, por lo tanto muy optimistas.",POSITIVO,se encuentran muy bien y los tramites con su obra social estan saliendo perfectos por lo tanto muy optimistas ,R
12037,se encuentran muy bien.,POSITIVO,se encuentran muy bien ,R
12038,se encuentran muy bien.,POSITIVO,se encuentran muy bien ,R
12039,se encuentran muy bien.,POSITIVO,se encuentran muy bien ,R
12040,"se encuentran muy bien. contenidos y entretenidos. hacen juegos de mesa, leen, y se comunican con la familia a través de videollamadas.",POSITIVO,se encuentran muy bien contenidos y entretenidos hacen juegos de mesa leen y se comunican con la familia a traves de videollamadas ,R
12041,se encuentran perfectos y de muy buen ánimo.,POSITIVO,se encuentran perfectos y de muy buen animo ,R
12042,se encuentran perfectos y muy contenidos por su familia,POSITIVO,se encuentran perfectos y muy contenidos por su familia,R
12043,se encuentran todos bien,POSITIVO,se encuentran todos bien,R
12044,se encuentran todos muy bien. solicita  en lo posible recibir bolson con alimentos,POSITIVO,se encuentran todos muy bien solicita en lo posible recibir bolson con alimentos,R
12045,"se encuentre en buen estado general, tomando los recaudos del caso y con buen animo.",POSITIVO,se encuentre en buen estado general tomando los recaudos del caso y con buen animo ,R
12046,"se encuetran bien. tiene ayuda de una amiga, vive con su esposa y dos cuñadas. el es ciego. pero estan bien contenidos.",POSITIVO,se encuetran bien tiene ayuda de una amiga vive con su esposa y dos cunadas el es ciego pero estan bien contenidos ,R
12047,"se entretiene haciendo cosas de la casa, lavando, cocinando. dice que está bien y tranquila. quiere salir pero le da miedo, asi que se queda en casa.",POSITIVO,se entretiene haciendo cosas de la casa lavando cocinando dice que esta bien y tranquila quiere salir pero le da miedo asi que se queda en casa ,R
12048,se envía información sobre cronograma de vacunación y pago de haberes.  y llamado telefónico.,NEUTRAL,se envia informacion sobre cronograma de vacunacion y pago de haberes  y llamado telefonico ,NR
12049,se envía información sobre vacunación y pagos. se realiza llamado tal como se había pactado con la persona. la sra. agradece el servicio telefónico pero refiere que esta bien y no lo necesita. si acepta recibir la información que le pueda resultar útil para la vida diaria.,POSITIVO,se envia informacion sobre vacunacion y pagos se realiza llamado tal como se habia pactado con la persona la sra agradece el servicio telefonico pero refiere que esta bien y no lo necesita si acepta recibir la informacion que le pueda resultar util para la vida diaria ,R
12050,se envía mensaje con cronogramas de vacunación y pagos,NEUTRAL,se envia mensaje con cronogramas de vacunacion y pagos,NR
12051,"se envio mail mail a accion social y instituto marini , se aguarda respuesta",NEGATIVO,se envio mail mail a accion social y instituto marini  se aguarda respuesta,R
12052,"se envió un mail a medicacion2020@vicentelopez.gov.ar con los datos indicados según el protocolo.
centro de salud municipal habitual: hospital municipal dr. bernardo houssay 
nombre o marca del medicamento: dermadex unguento y ataraxone 25 mg",NO RELEVANTE,se envio un mail a medicacion_digit_@vicentelopez gov ar con los datos indicados segun el protocolo centro de salud municipal habitual hospital municipal dr bernardo houssay nombre o marca del medicamento dermadex unguento y ataraxone _digit_ mg,NR
12053,se escuentra muy bien de animo,POSITIVO,se escuentra muy bien de animo,R
12054,se gestiona receta ante consultorio,NO RELEVANTE,se gestiona receta ante consultorio,NR
12055,"se ha vacunado, está preocupado por las necesidades de la gente del barrio, en lo que se refiere a alimentación.",NEUTRAL,se ha vacunado esta preocupado por las necesidades de la gente del barrio en lo que se refiere a alimentacion ,NR
12056,se habla con beatriz  me comenta que el hijo le esta llevando en el dia de hoy mercaderia vive cerca a 7 cuadras y esta en contacto con el --extraña ir a comprar,POSITIVO,se habla con beatriz me comenta que el hijo le esta llevando en el dia de hoy mercaderia vive cerca a _digit_ cuadras y esta en contacto con el --extrana ir a comprar,R
12057,se habla con elba todo bien esta en contacto con el sobrino constantemente vive a 3 cuadras y la asiste -,POSITIVO,se habla con elba todo bien esta en contacto con el sobrino constantemente vive a _digit_ cuadras y la asiste -,R
12058,"se habla de comida, charlamos de recetas y cosas ricas para comer. marta como siempre muy agradecida por la comunicación. y consulta por bono de $10.000 para su marido.",POSITIVO,se habla de comida charlamos de recetas y cosas ricas para comer marta como siempre muy agradecida por la comunicacion y consulta por bono de $_digit_ _digit_ para su marido ,R
12059,se habla telefónicamente con la hija. entramos juntas a la página de pami y desde allí se localiza el calendario de vacunación y las farmacias habilitadas. fecha de vacunación 15 y 16 de mayo por terminación del documento. se llamará luego de esa fecha para constatar que se haya podido vacunar,NEUTRAL,se habla telefonicamente con la hija entramos juntas a la pagina de pami y desde alli se localiza el calendario de vacunacion y las farmacias habilitadas fecha de vacunacion _digit_ y _digit_ de mayo por terminacion del documento se llamara luego de esa fecha para constatar que se haya podido vacunar,NR
12060,se hablo  fue a vacunar el marido no habia mas vacunas no saben cuando va n haber se manda email ya que el mario washington ruax tiene  años para consultar . si pueden ir a vacunarlo o cuando habra disponibilidad,NEUTRAL,se hablo fue a vacunar el marido no habia mas vacunas no saben cuando va n haber se manda email ya que el mario washington ruax tiene anos para consultar  si pueden ir a vacunarlo o cuando habra disponibilidad,NR
12061,"se hablo con  mariela luciani, e informo calendario devacunacion y cobro de haberes, por el momentono requieren ayuda.",NEUTRAL,se hablo con mariela luciani e informo calendario devacunacion y cobro de haberes por el momentono requieren ayuda ,NR
12062,"se hablo con angela ,  sele informa sobre la consulta realizada x la caja alimentaria y me pasa con monica y se le dan los datos para que posea los datos correspondiente se va comunicar a los telefonos dado que no tiene movilidad propia",NEUTRAL,se hablo con angela  sele informa sobre la consulta realizada x la caja alimentaria y me pasa con monica y se le dan los datos para que posea los datos correspondiente se va comunicar a los telefonos dado que no tiene movilidad propia,NR
12063,se hablo con angela esta bien con el hijo asistida por la hija,POSITIVO,se hablo con angela esta bien con el hijo asistida por la hija,R
12064,se hablo con beatriz  me comenta que tiene mutual del bco picia le digo que llame  la vacuna tambien llame al hosp hable con maria teresa me dice que la llame el viernes el nombre es mario washigton ruax falto pedir el dni le que cerca la union vecinal de la calle sarmiento 3500-  llamo al marini no me atiende los n q me pasaron  4513-9868/9869-4512-1555,NEUTRAL,se hablo con beatriz me comenta que tiene mutual del bco picia le digo que llame la vacuna tambien llame al hosp hable con maria teresa me dice que la llame el viernes el nombre es mario washigton ruax falto pedir el dni le que cerca la union vecinal de la calle sarmiento _digit_- llamo al marini no me atiende los n q me pasaron _digit_-_digit_ _digit_-_digit_-_digit_,NR
12065,"se hablo con beatriz me comunica dice   q esta bien , me comenta de la hna que vive en el mismo terreno y no tiene mas que la jubilacion",POSITIVO,se hablo con beatriz me comunica dice  q esta bien  me comenta de la hna que vive en el mismo terreno y no tiene mas que la jubilacion,R
12066,"se hablo con delia, estuvo podando las plantas y hablamos de su mascota, perrito mediano llamado  cachito.",POSITIVO,se hablo con delia estuvo podando las plantas y hablamos de su mascota perrito mediano llamado cachito ,R
12067,se hablo con el marido estan bien habian salido a comprar cerquita de la casa y el contacto con el sobrino es permanente,NEUTRAL,se hablo con el marido estan bien habian salido a comprar cerquita de la casa y el contacto con el sobrino es permanente,NR
12068,se hablo con irene pero no necesita ser asistida con compras de alimentos o medicamento por el momento. llevo registro de los llamados en observaciones,NEUTRAL,se hablo con irene pero no necesita ser asistida con compras de alimentos o medicamento por el momento llevo registro de los llamados en observaciones,NR
12069,se habló con la señora y comentó que pudo ir a una guardia de una clínica privada a atender su problema de hipertensión ya que no pude comunicarse con algunos centros de salud municipales pero no con otros. la médica de allí le cambió la medicación que le estaba generando molestias y pudo sacar turno para ver a un cardiólogo. ioma le permitió atenderse debido a las circunstancias de la pandemia (tenía carnet vencido). me comunicó también que le acercarán la caja de alimentos y también se le brindó apoyo psicológico.,NEUTRAL,se hablo con la senora y comento que pudo ir a una guardia de una clinica privada a atender su problema de hipertension ya que no pude comunicarse con algunos centros de salud municipales pero no con otros la medica de alli le cambio la medicacion que le estaba generando molestias y pudo sacar turno para ver a un cardiologo ioma le permitio atenderse debido a las circunstancias de la pandemia tenia carnet vencido  me comunico tambien que le acercaran la caja de alimentos y tambien se le brindo apoyo psicologico ,NR
12070,se hablo con la sra estaba preocupada por el hijo q estaba con fiebre iba a esperar y si no llama al pami para ver que puede ser el tema es q duda en comunicarse tiene miedo que lo internen -,NEGATIVO,se hablo con la sra estaba preocupada por el hijo q estaba con fiebre iba a esperar y si no llama al pami para ver que puede ser el tema es q duda en comunicarse tiene miedo que lo internen -,R
12071,se hablo con mario esta muy bien los dos agaradecidos por los llamdos y la asistencia dado y a la espera de informacion sobre la vacuna - envio email de consulta dado que por  telefono es imposible comunicarse -,POSITIVO,se hablo con mario esta muy bien los dos agaradecidos por los llamdos y la asistencia dado y a la espera de informacion sobre la vacuna - envio email de consulta dado que por telefono es imposible comunicarse -,R
12072,se hablo esta bien entretenida tratando de hacer  un barbijo - desp me cuenta,POSITIVO,se hablo esta bien entretenida tratando de hacer un barbijo - desp me cuenta,R
12073,se hablo esta mejor el hijo sin fiebre  se va a comunicar x la caja - para ir a retirarla,POSITIVO,se hablo esta mejor el hijo sin fiebre se va a comunicar x la caja - para ir a retirarla,R
12074,"se hablo me cuenta que consiguio la de la neumonia, falta la de la gripe seguimos averiguando lo demas bien",NO RELEVANTE,se hablo me cuenta que consiguio la de la neumonia falta la de la gripe seguimos averiguando lo demas bien,NR
12075,"se hablo me dice q esta todo bien me preg de nuevo  la caja se le explica nuevamente se la entregaron el 23/4/2020
va a ir el nieto en entre el 20 y  24 de mayo -se envia consulta  email para verificar la proxima entrega",POSITIVO,se hablo me dice q esta todo bien me preg de nuevo la caja se le explica nuevamente se la entregaron el _digit_ _digit_ _digit_va a ir el nieto en entre el _digit_ y _digit_ de mayo -se envia consulta email para verificar la proxima entrega,R
12076,se hablo todo bien se la oye de buen animo,POSITIVO,se hablo todo bien se la oye de buen animo,R
12077,se hablo todo bien sin cambio sin necesidades,POSITIVO,se hablo todo bien sin cambio sin necesidades,R
12078,"se halla en buen de salud .

es asistida por su hija .
su marido hipertenso  se halla en tratamiento y se encuentra compesado",POSITIVO,se halla en buen de salud es asistida por su hija su marido hipertenso se halla en tratamiento y se encuentra compesado,R
12079,se halla en buen estado .sin necesidad de asistencia,POSITIVO,se halla en buen estado sin necesidad de asistencia,R
12080,se halla en buen estado de salud y es asistida por su hija en caso de necesitar realizar tramites y compras,POSITIVO,se halla en buen estado de salud y es asistida por su hija en caso de necesitar realizar tramites y compras,R
12081,se hizo compañia a mario el marido y a ella. todo bien.,POSITIVO,se hizo compania a mario el marido y a ella todo bien ,R
12082,"se hizo contacto telefónico. surgió la dificultad para acercarse a cobrar la jubilación, mande mail a voluntariosmayoresmvl@gmail.com consultando sobre posibles soluciones.",NEUTRAL,se hizo contacto telefonico surgio la dificultad para acercarse a cobrar la jubilacion mande mail a voluntariosmayoresmvl@gmail com consultando sobre posibles soluciones ,NR
12083,"se informa cronograma de vacunacion. se le informa que durante la tarde de mañana se comunicara la lic suarez, ana.  
acordamos llamadas diarias.",POSITIVO,se informa cronograma de vacunacion se le informa que durante la tarde de manana se comunicara la lic suarez ana  acordamos llamadas diarias ,R
12084,se informa el cronograma de vacunacion.,NEUTRAL,se informa el cronograma de vacunacion ,NR
12085,se informa el cronograma de vacunacion. se acuerda el llamado diario.,POSITIVO,se informa el cronograma de vacunacion se acuerda el llamado diario ,R
12086,se informan fechas y lugar de vacunación para jaime y su señora.  se encuentran bien asistidos.,POSITIVO,se informan fechas y lugar de vacunacion para jaime y su senora  se encuentran bien asistidos ,R
12087,"se informo a marta calendario de vacunacion y cobro de haberes, por el momento no neesita ayuda.",NEUTRAL,se informo a marta calendario de vacunacion y cobro de haberes por el momento no neesita ayuda ,NR
12088,"se informo direccion para el retiro deja caja de alimentos , quedamos en contacto",NEUTRAL,se informo direccion para el retiro deja caja de alimentos  quedamos en contacto,NR
12089,se intenta nuevamente nadie atiende,NO RELEVANTE,se intenta nuevamente nadie atiende,NR
12090,se intento contactar a la persona nuevamente el día  de la fecha y no contestó. volveré a intentar comunicarme,NO RELEVANTE,se intento contactar a la persona nuevamente el dia de la fecha y no contesto volvere a intentar comunicarme,NR
12091,se intentó realizar la llamada pero el teléfono indicado no se obtienen resultados. no corresponde a un abonado en servicio.,NO RELEVANTE,se intento realizar la llamada pero el telefono indicado no se obtienen resultados no corresponde a un abonado en servicio ,NR
12092,se la comunica para informar acerca de las fechas de vacunación.,NEUTRAL,se la comunica para informar acerca de las fechas de vacunacion ,NR
12093,"se la contactó telefónicamente. dijo estar bien, se la notó bien de ánimo.",POSITIVO,se la contacto telefonicamente dijo estar bien se la noto bien de animo ,R
12094,se la encuentra bien de humor.,POSITIVO,se la encuentra bien de humor ,R
12095,se la encuentra muy bien de ánimo.,POSITIVO,se la encuentra muy bien de animo ,R
12096,se la encuentra muy comunicativa.,POSITIVO,se la encuentra muy comunicativa ,R
12097,se la escucha bien! me comentó que estaba tomando mate y escuchando radio!!! le pone muy contenta cuando la llamo.,POSITIVO,se la escucha bien me comento que estaba tomando mate y escuchando radio le pone muy contenta cuando la llamo ,R
12098,"se la llamo a la señora borelli al teléfono celular y no atiende.
se la llamó al teléfono de línea, llama constantemente y nadie atiende. 
probaré de contactarla en ambos teléfonos,  en otro horario y día.",NO RELEVANTE,se la llamo a la senora borelli al telefono celular y no atiende se la llamo al telefono de linea llama constantemente y nadie atiende probare de contactarla en ambos telefonos  en otro horario y dia ,NR
12099,"se la llamo el día de hoy y quedamos en hacer el llamado una vez por semana con lo cual el lunes 4/05 la vuelvo a llamar. tiene mi nombre apellido, dni y celular.",NEUTRAL,se la llamo el dia de hoy y quedamos en hacer el llamado una vez por semana con lo cual el lunes _digit_ _digit_ la vuelvo a llamar tiene mi nombre apellido dni y celular ,NR
12100,"se la llamo por teléfono , atendió el contestador , y se dejo un mensaje sobre mi función como voluntario.",NO RELEVANTE,se la llamo por telefono  atendio el contestador  y se dejo un mensaje sobre mi funcion como voluntario ,NR
12101,"se la llamo repetidas veces, no contesto el telefono. volvere a intentar mañana.",NO RELEVANTE,se la llamo repetidas veces no contesto el telefono volvere a intentar manana ,NR
12102,"se la nota bien de animo, agradecida por la comunicación. no sale de la casa. vive con la hija, que trabaja, y la nieta de 18 años.",POSITIVO,se la nota bien de animo agradecida por la comunicacion no sale de la casa vive con la hija que trabaja y la nieta de _digit_ anos ,R
12103,se le brindó el teléfono correspondiente para que gestione el tema de la vacuna de la gripe.,NEUTRAL,se le brindo el telefono correspondiente para que gestione el tema de la vacuna de la gripe ,NR
12104,"se le brindó información respecto de los puntos de vacunación. el problema es que le resulta muy difícil movilizarse con su marido que está en silla de ruedas. se le brindó el número de salud para que pueda averiguar si hay alguna forma de que vayan a vacunarlo a través de pami a su domicilio. le informé que iba a tratar de averiguar por mi cuenta también.
conversamos sobre el fin de semana, las pascuas y material de lectura que estuvieron leyendo.",NEUTRAL,se le brindo informacion respecto de los puntos de vacunacion el problema es que le resulta muy dificil movilizarse con su marido que esta en silla de ruedas se le brindo el numero de salud para que pueda averiguar si hay alguna forma de que vayan a vacunarlo a traves de pami a su domicilio le informe que iba a tratar de averiguar por mi cuenta tambien conversamos sobre el fin de semana las pascuas y material de lectura que estuvieron leyendo ,NR
12105,"se le comunico por audio de whatsapp , mi función . y no contesto el audio.",NO RELEVANTE,se le comunico por audio de whatsapp  mi funcion  y no contesto el audio ,NR
12106,se le comunicó sobre la posibilidad de gestionar las necesidades alimeticias y de salud que había manifestado en el anterior llamado y de que forma.,POSITIVO,se le comunico sobre la posibilidad de gestionar las necesidades alimeticias y de salud que habia manifestado en el anterior llamado y de que forma ,R
12107,"se le dió a la persona los teléfonos de comunicación con el sector de salud, salud por covid-19, psicologia, y el correo de asistencia alimentaria. la persona se encuentra bien.",POSITIVO,se le dio a la persona los telefonos de comunicacion con el sector de salud salud por covid-_digit_ psicologia y el correo de asistencia alimentaria la persona se encuentra bien ,R
12108,se le informa a jaime que recibirá la ayuda alimenticia esta semana.,NEUTRAL,se le informa a jaime que recibira la ayuda alimenticia esta semana ,NR
12109,se le informa la respuesta del email. imposible comunicarse al 4513-6624- le paso otro lugar de vacunacion paraver si tiene suerte  para mañan terminacion 6 - inst marini,POSITIVO,se le informa la respuesta del email imposible comunicarse al _digit_-_digit_- le paso otro lugar de vacunacion paraver si tiene suerte para manan terminacion _digit_ - inst marini,R
12110,se le informa que le saqué  turno en el banco para el pago de su préstamo personal.,POSITIVO,se le informa que le saque turno en el banco para el pago de su prestamo personal ,R
12111,se le informa que tiene que retirar la caja de alimentos en yrigoyen 4848 cada 15 días.,NEUTRAL,se le informa que tiene que retirar la caja de alimentos en yrigoyen _digit_ cada _digit_ dias ,NR
12112,"se le informo  calendario de vacunacion y lugares . conoce los vacunatorios .... asimismo,  se le informo los dias de cobro. no requiere asistencia particular. muy predispuesta y agradecida por la iniciativa.",POSITIVO,se le informo calendario de vacunacion y lugares  conoce los vacunatorios   asimismo  se le informo los dias de cobro no requiere asistencia particular muy predispuesta y agradecida por la iniciativa ,R
12113,"se le informo la posibilidad de retirar la caja de alimentos, va a consultar con su hija si puede buscarla, ya que ella trabaja, sino me ofreci a acercarsela.",POSITIVO,se le informo la posibilidad de retirar la caja de alimentos va a consultar con su hija si puede buscarla ya que ella trabaja sino me ofreci a acercarsela ,R
12114,se le informo por vacuna antigripal porque se le paso el día por su dni.,POSITIVO,se le informo por vacuna antigripal porque se le paso el dia por su dni ,R
12115,se le informó que puede viajar en el transporte del bicentenario con su dni a cobrar su jubilación y se le detallaron los días de cobro de marzo y abril. también se le brindó información sobre el calendario de vacunación antigripal.,NEUTRAL,se le informo que puede viajar en el transporte del bicentenario con su dni a cobrar su jubilacion y se le detallaron los dias de cobro de marzo y abril tambien se le brindo informacion sobre el calendario de vacunacion antigripal ,NR
12116,se le informo sobre fecha de cobro y sobre la vacunacion la cual dijo que iba a esperar que no vaya tanta gente,POSITIVO,se le informo sobre fecha de cobro y sobre la vacunacion la cual dijo que iba a esperar que no vaya tanta gente,R
12117,"se le pasa la informacion para el retiro de la caja cada 15 dias en florida oeste ,como me lo informaron x email de adultos mayores fecha 30/4/2020",NO RELEVANTE,se le pasa la informacion para el retiro de la caja cada _digit_ dias en florida oeste como me lo informaron x email de adultos mayores fecha _digit_ _digit_ _digit_,NR
