,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
2820,2821,"Adulto Mayor se encuentra bien de salud en compañía de su familia, agradece al municipio por la entrega de la tablet.",POSITIVO,adulto salud compania familia agradece municipio entrega tablet,R
9076,9077,"varios dias llamando al telefono de linea, y al celular y no me responde ,",NO RELEVANTE,llamando telefono linea celular responde,NR
10263,10264,"estan bien , les alcanze una escalera que me habían prestado, porque hoy iva hacer el cambio de ropa de verano a invierno",POSITIVO,alcanze escalera prestado iva cambio ropa verano invierno,R
10538,10539,"hoy llamé al servicio de atención primaria para averiguar si pueden ir a vacunar a myrna y a su marido al domicilio, me dijeron que no ya que tenía que la persona tenia que tener un caso extremo , llamé a myrna para darle la noticia y se puso muy mal.",NEGATIVO,llame servicio atencion primaria averiguar vacunar marido domicilio persona caso extremo llame darle noticia puso,R
3413,3414,ANGELA BIEN ESTUVO COCINANDO UNA PIZZA QUE PASARON EN EL GURMET ME DICE QUE  SALIO MUY RICA Y ME PASA LA RECETA,POSITIVO,angela cocinando pizza pasaron gurmet salio rica pasa receta,R
10594,10595,intenté comunicarme con él pero no contesta su celular.,NO RELEVANTE,intente comunicarme contesta celular,NR
3529,3530,no atienden el telefono. 11:39 hs.,NO RELEVANTE,atienden telefono _digit_ _digit_ hs,NR
2906,2907,"24/06/20 - Llamo a AM al 22005790, vuelvo a hablar con esposa CRISTINA. Se encuentran bien, pero AM rompió la cama el día de ayer y están haciendo un esfuerzo buscando un colchón en Internet para comprarle a Carlos, ya se está haciendo cargo su nuera. Me pide si hay posibilidad de entregar la caja de alimentos a su domicilio, ya que su hijo quien es quien la iba a buscar volvio a trabajar y ya no tiene tiempo para retirarla, le indico a Cristina que si, el Municipio está haciendo entregas a domicilio los días Viernes. Le pido los datos del domicilio (estaba cargada una dirección errónea). Indico que enviaré el mail por su pedido y que espere la caja el día Viernes. Cualquier cambio que me indiquen la llamaré devuelta antes, sino la llamo el Viernes para confirmar que se la hayan entregado. Me agradece mucho por la atención y cortamos llamado.",NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ - llamo am _digit_ vuelvo hablar esposa encuentran am rompio cama esfuerzo buscando colchon internet comprarle carlos cargo nuera pide posibilidad entregar caja alimentos domicilio hijo iba buscar volvio trabajar retirarla municipio entregas domicilio viernes pido datos domicilio cargada direccion erronea enviare mail pedido espere caja viernes cambio indiquen llamare devuelta llamo viernes confirmar entregado agradece atencion cortamos llamado,NEC_OP
12751,13025,Hoy me llamó la señora Marcela desconsolada por que a la señora que la acompaña no le dieron el permiso de circulación. Le sugería que llame a la Municipalidad para que la orienten. Llamó y me dijo que la iban a ayudar. Por otra parte como la oí tan mal llamé a la Lic. Mariana Ramón para que por favor gestione ante la psicóloga que le atención psicológica atención lo más pronto posible para contenerla.,NEGATIVO,llamo senora desconsolada senora acompana permiso circulacion sugeria llame municipalidad orienten llamo iban ayudar oi llame lic favor gestione psicologa atencion psicologica atencion posible contenerla,R
1264,1265,"83 años. Vive con la esposa. Activo. Trabaja (Vende molduras de cuadros / arte). Le gusta el arte. Discapacitado (escoliosis). No necesita asistencia, si me comento que esta enojado porque no le renuevan el registro de conducir y quiere manejar. Vuelvo a llamar en unas semanas. Le recorde la linea 147 de atención al vecino para consultas/solicitudes.",NEGATIVO,_digit_ anos vive esposa activo trabaja vende molduras cuadros arte gusta arte discapacitado escoliosis necesita asistencia enojado renuevan registro conducir manejar vuelvo llamar semanas recorde linea _digit_ atencion vecino consultas solicitudes,R
11972,11973,"se encuentra muy bien de salud, pero un poquito desanimada por la falta de contacto con familiares, de ahí el agradecimiento de los llamados",POSITIVO,salud poquito desanimada falta contacto familiares agradecimiento llamados,R
9753,9754,continúa muy deprimida,NEGATIVO,continua deprimida,R
6469,6470,"Esta acompañada, habla poco, y sale a caminar porque el encierro le afecta la presión.",NEGATIVO,acompanada sale caminar encierro afecta presion,R
1594,1595,No contesto llamado,NO RELEVANTE,contesto llamado,NR
11274,11275,"necesita asistencia , le quedan pocos remedios y no tiene receta",NEGATIVO,necesita asistencia quedan remedios receta,R
6713,6714,"Hemos realizado la derivación correspondiente al área para el envío de alimentos a domicilio. A la brevedad se estarán comunicando para coordinar la entrega. Con respecto a la tablet, desde el Programa no se realiza la entrega; simplemente enviamos la solicitud al sector. Saludos!",NECESIDADES OPERATIVAS,derivacion correspondiente area envio alimentos domicilio brevedad comunicando coordinar entrega tablet programa realiza entrega; simplemente enviamos solicitud sector saludos,NEC_OP
11411,11412,"no contesta, dejé mensaje",NO RELEVANTE,contesta deje mensaje,NR
12529,12530,"vive sola y la asisten su hijo fabian y su nuera patricia, tambien tiene una hija en san fernando y un ñieto",NEUTRAL,vive asisten hijo nuera hija san fernando nieto,NR
9938,9939,"el día 20/4 abriendo la planilla encuentro un error , están todos los datos bien pero cambiaron el nombre del am el que corresponde es ana slaukin, lo demás datos están bien.
en el día de hoy el am slaukin ana se encuentra bien ella y su marido con muy buen animo.",POSITIVO,_digit_ _digit_ abriendo planilla encuentro error datos cambiaron nombre am corresponde ana slaukin datos am slaukin ana marido animo,R
9533,9534,"a horacio,  hoy lo vi  en el garaje de su casa tratando de poner el auto en marcha",NEUTRAL,vi garaje casa tratando auto marcha,NR
1498,1499,Pudo solucionar la entrega de medicamentos.Me agradece los llamados.Esta animada.,NECESIDADES OPERATIVAS,solucionar entrega medicamentos agradece llamados animada,NEC_OP
5780,5781,Envió e-mail consultando si hay alguna novedad en cuanto a los medicamentos de AM.,NECESIDADES OPERATIVAS,envio e-mail consultando novedad medicamentos am,NEC_OP
2008,2009,"Me he comunicado nuevamente con Josefina y su marido, Fernando.  Han recibido la caja con alimentos este pasado viernes y se encuentran de salud y anímicamente muy bien.
Hemos pactado una nueva comunicación a la brevedad.",POSITIVO,comunicado nuevamente josefina marido fernando recibido caja alimentos viernes encuentran salud animicamente pactado comunicacion brevedad,R
1948,1949,La señora FLORES Inés se encuentra bien.,POSITIVO,senora flores,R
1309,1310,"Gracias a que me llamò Nora pude comunicarle que el viernes 21/08 le entregan la caja alimentaria.
Super bien!",NECESIDADES OPERATIVAS,llamo pude comunicarle viernes _digit_ _digit_ entregan caja alimentaria super,NEC_OP
9788,9789,"debido al cigarrillo,  tiene un eficema pulmonar/bronquitis y suele enfermarse en invierno. necesita darse la vacuna antigripal y la neumococo. tanto él con la mujer. esa es su principal preocupación/miedo.  no pudieron en la farmacia que tienen cerca y tienen miedo de salir.",NEGATIVO,cigarrillo eficema pulmonar bronquitis suele enfermarse invierno necesita darse vacuna antigripal neumococo mujer principal preocupacion miedo pudieron farmacia miedo salir,R
9180,9181,PASO MUY LINDO EL FIN DE SEMANA  Y HOY ESTA MUY BIEN,POSITIVO,paso lindo semana,R
3548,3549,"Hablamos hoy, está un poco dolorida de su columna,  sigue sin poder dormir, se levanta para que la cama no la atrape. Le pregunté si tenía noticias de su médica y del psiquiatra. Me dijo que no se pudo comunicar con ninguno de los dos. Ambos deben hacer receta por sus medicamentos y otorgarle un informe de sus patologías y los medicamentos recetados para gestionar ante Pami la exención del pago de los remedios",NECESIDADES OPERATIVAS,hablamos dolorida columna dormir levanta cama atrape pregunte noticias medica psiquiatra comunicar receta medicamentos otorgarle informe patologias medicamentos recetados gestionar pami exencion pago remedios,NEC_OP
7930,7931,No responde a los llamados. El contestador indica que no esta disponible,NO RELEVANTE,responde llamados contestador indica disponible,NR
8324,8325,Es la q mas necesita ..le consegui por otro lado la caja de alimentos  para evitar q no  haga la cola y se la llevaron una sola vez ni sirvio  ...la idea es llevarsela siempre asi evitamos q pase frio y que se exponga x ser mayor,NECESIDADES OPERATIVAS,necesita consegui caja alimentos evitar haga cola llevaron sirvio idea llevarsela evitamos pase frio exponga,NEC_OP
1668,1669,No responde llamada en distintos días y horarios,NO RELEVANTE,responde llamada distintos horarios,NR
4081,4082,El celular no corresponde a un abonado en servicio. No puedo comunicarme en el numero que figura en la ficha 1562851323,NO RELEVANTE,celular corresponde abonado servicio comunicarme numero figura ficha _digit_,NR
3568,3569,"Ester Aguirre, está muy bien, contenta ´porque comenzó el curso de meditación de Cultura.",POSITIVO,aguirre contenta comenzo curso meditacion cultura,R
12253,12254,sigue sin recibir atencion por parte del pami para recibir las recetas de sus medicamentos que son varios. completé un formulario en el sitio del pami para elevar una queja,NEUTRAL,recibir atencion pami recibir recetas medicamentos complete formulario sitio pami elevar queja,NR
7713,7714,"La Señora Beatríz Dib se encuentra bien.
Hoy recibió la caja de alimento. También le pude hacer un trámite  de  AYSA desde mi casa ya que la Sra Beatríz no cuenta con Internet.",NECESIDADES OPERATIVAS,senora dib recibio caja alimento pude tramite aysa casa internet,NEC_OP
7501,7502,"Estimada: hemos enviado la solicitud del envío de medicamentos a domicilio a la Dir, de Atención Primaria de Salud para que puedan dar respuesta por su parte. Saludos!",NECESIDADES OPERATIVAS,estimada enviado solicitud envio medicamentos domicilio atencion primaria salud puedan respuesta saludos,NEC_OP
5228,5229,01/06  retomamos contacto conversamos acerca de sus nieto e historia familiar,NEUTRAL,_digit_ _digit_ retomamos contacto conversamos acerca nieto historia familiar,NR
5752,5753,HABLE CON SALVADOR Y ESTA  BIEN,POSITIVO,hable salvador,R
4336,4337,DE ENTREGO ALIMENTOS EN DOMICILIO EL DIA 14/08/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
2980,2981,"No le interesa. La noté un poco asustada.
""No. Deciles a los de la Municipalidad que yo estoy bien"".",NO RELEVANTE,interesa note asustada deciles municipalidad,NR
5890,5891,SE HABLO LE LLEVARON LA CAJA VIERNES  3/7/2020 A SU DLIO,NECESIDADES OPERATIVAS,hablo llevaron caja viernes _digit_ _digit_ _digit_ dlio,NEC_OP
10807,10808,le informe que en el dia de hoy entregan la caja.,NEUTRAL,informe entregan caja,NR
4403,4404,Todo bien. Hable la señora. El señor Andres habia salido por que tenia turno medico.,POSITIVO,hable senora senor salido turno medico,R
12425,12426,todo en orden,NEUTRAL,orden,NR
11702,11703,quien comenta que paso muy bien las pascuas y x el momento no necesita nada.,POSITIVO,comenta paso pascuas necesita,R
7920,7921,"Vive sola, esta con internacion domiciliaria y la cuida el hijo.",NEGATIVO,vive internacion domiciliaria cuida hijo,R
8281,8282,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
7789,7790,"todo bien, se pudieron vacunar el y su mujer en la UAP Burman.",POSITIVO,pudieron vacunar mujer uap burman,R
5216,5217,"Enviamos toda la información necesaria para el retiro de la caja de alimentos a la voluntaria, vía mail.",NECESIDADES OPERATIVAS,enviamos informacion necesaria retiro caja alimentos voluntaria via mail,NEC_OP
7583,7584,me comunico con Pierino. Me cuenta que anunciación está siendo atendida muy bien en el Hospital Vicente López. Tiene una infección en el hueso. Está con tratamiento antibiótico y deberá ser operada en unas semanas. Retiraron Caja de alimentos. Nos mantendremos en contacto por cualquier necesidad de auxilio en el marco del voluntariado pudiera requerir.,NEGATIVO,comunico atendida hospital vicente lopez infeccion hueso tratamiento antibiotico debera operada semanas retiraron caja alimentos mantendremos contacto necesidad voluntariado pudiera requerir,R
1315,1316,ESTA DE BUEN ANIMO,POSITIVO,animo,R
3624,3625,-,NO RELEVANTE,-,NR
6290,6291,MARIA DEL CARMEN MEJORANDO DE LAS HERIDAS TODAVIA TIENE DOLOR EN CUELLO Y LA MUÑECA,NEGATIVO,carmen mejorando heridas dolor cuello muneca,R
9662,9663,breve llamada pero con muy buena onda por parte de carlo y su mujer. están bien,POSITIVO,llamada onda mujer,R
10307,10308,"estuvimos hablando un rato me contó que ayer comieron canelones y rosca por las pascuas que hay que aprovechar estos momentos para comer cosas ricas, pero siempre cuidándose.. ayer hablo por video llamada con su nieta así que eso la pone contenta.
 me comento que aun no se pudo vacunar dado que no se pudo comunicar con su farmacia cercana , le volví a comentar los vacunatorios y días según dni que dispuso la mvl pero ella con sus problemas de movilidad ninguno le queda tan cerca como su farmacia aparte esta semana le toca ir al banco a cobrar así que iba a ver si podía hacer todo el mismo día dado que ella se moviliza con remis igualmente est
e día iba a ser acompañada por su hija o nieto coordinamos hablar el día 15/04",POSITIVO,hablando rato conto comieron canelones rosca pascuas aprovechar momentos comer ricas cuidandose hablo video llamada nieta pone contenta vacunar comunicar farmacia cercana volvi comentar vacunatorios dni dispuso mvl problemas movilidad queda farmacia aparte semana toca banco cobrar iba podia moviliza remis igualmente est iba acompanada hija nieto coordinamos hablar _digit_ _digit_,R
10943,10944,"llamo a las 18.00 horas. me atiende el esposo, con el que ya hablé en otras oportunidades, no recuerdo su nombre, y me informa que lidia en estos momentos se está bañando, por lo que no se encuentra disponible. están bien, y el lunes se va a aplicar la vacuna antigripal. por el momento no necesitan nada. igualmente tienen todos mis datos, cualquier necesidad se comunican conmigo. pactamos un nuevo contacto para el día martes 14/4. me comenta que en estos días llamó un muchacho diciendo también que era de la municipalidad, ofreciéndose por si necesitaban algo. le digo que llame al 147 por cualquier duda que le surga. no tiene problema con el cobro de la jubilación, ya que él se maneja bien con la tarjeta de débito.",NEUTRAL,llamo _digit_ _digit_ atiende esposo hable oportunidades recuerdo nombre informa momentos banando disponible lunes aplicar vacuna antigripal necesitan igualmente datos necesidad comunican pactamos contacto martes _digit_ _digit_ comenta llamo muchacho diciendo municipalidad ofreciendose necesitaban digo llame _digit_ duda surga problema cobro jubilacion maneja tarjeta debito,NR
9154,9155,No pude comunicarme,NO RELEVANTE,pude comunicarme,NR
11866,11867,se encuentra bien hable con mari su esposa,POSITIVO,hable mari esposa,R
9945,9946,"el día 6 de mayo se realizó el contacto telefónico al señor cabassi josé alfredo , el mismo argumentó q sale de su casa con las precauciones necesarias para realizar trámites inherentes a su cotidianidad, q habla a diario con sus hijas y nietos y estaba preparando una cartita para leerle a su nieta q cumple siete añitos y será un festejo virtual...referente a su día a día con la pandemia dice pasarla lo más entretenido posible , dado q extraña el pasar ratos agradables con pares en el centro recreativo de la tercera edad...el trato es cordial y agradece poder contar con el respaldo del programa de am...",POSITIVO,_digit_ mayo contacto telefonico senor cabassi alfredo argumento sale casa precauciones necesarias tramites inherentes cotidianidad diario hijas nietos preparando cartita leerle nieta cumple anitos festejo virtual referente pandemia pasarla entretenido posible extrana pasar ratos agradables pares centro recreativo edad trato cordial agradece contar respaldo programa am,R
1250,1251,"Estaba bien, le gusta recibir llamados para entretenerse.",POSITIVO,gusta recibir llamados entretenerse,R
11499,11500,no pude comunicarme,NO RELEVANTE,pude comunicarme,NR
6033,6034,es el telefono de la sobrina y no vive con ellla. aparentemente vive en martinez,NO RELEVANTE,telefono sobrina vive ellla aparentemente vive martinez,NR
5554,5555,sin novedades,NO RELEVANTE,novedades,NR
10143,10144,"está bien y bien cubierta con alimentos, pide que también nos cuidemos nosotros.",POSITIVO,cubierta alimentos pide cuidemos,R
5758,5759,hable con seferino y esta bien acomodando un poco el negocio,POSITIVO,hable seferino acomodando negocio,R
3779,3780,Se habló con la voluntaria para designarle a la Lic VAZQUEZ Laura,NECESIDADES OPERATIVAS,hablo voluntaria designarle lic vazquez laura,NEC_OP
3330,3331,Retiro una caja de alimentos y se la alcanzo. Quedamos en hablar por cualquier necesidad.,NECESIDADES OPERATIVAS,retiro caja alimentos alcanzo quedamos hablar necesidad,NEC_OP
9802,9803,"desde el día 5/04 que mantengo contacto permanente con la sra. graciela, ya que es una persona con depresión y trato de acompañarla lo más que pueda, ella tiene mi tel. y ante cualquier urgencia o necesidad sabe que puede llamarme.
en este momento se encuentra a la espera de poder vacunarse, ya que en la farmacia por pami se acabaron las vacunas.",NEGATIVO,_digit_ _digit_ mantengo contacto permanente persona depresion trato acompanarla urgencia necesidad llamarme espera vacunarse farmacia pami acabaron vacunas,R
4520,4521,Muy animada y conversadora. Se encuentra escribiendo su historia. Tiene familia.,POSITIVO,animada conversadora escribiendo historia familia,R
8799,8800,"Está bien, contenta con el llamado, ella me propone cuidarnos del frío y se abriga y se queda dentro de casa.",POSITIVO,contenta llamado propone cuidarnos frio abriga queda casa,R
11722,11723,"realise el lamado se encuentran bien de animo esta en contacto con sus hijos que se encuentran viviendo en la costa 
tambien se encuentra en contactos con sus medicos ya que es una persona anticuabulada y tiene una tombosis en la pierna quede en llamarla el lunes por la tarde para saber que le dijo el medico por el tema de la anticuabulacion para que le hagan los controles en la casa por  intermedio de pami",POSITIVO,realise lamado encuentran animo contacto hijos encuentran viviendo costa contactos medicos persona anticuabulada tombosis pierna quede llamarla lunes medico tema anticuabulacion controles casa intermedio pami,R
4220,4221,"Nos atendio,  comunicación fluida, esa con su marido y su nieta y se arreglan bastante bien.",POSITIVO,atendio comunicacion fluida marido nieta arreglan,R
44,45,La llame el 18 /06 Y necesita una medicación para la Artritis .Tome noto y lo voy a informar .,NECESIDADES OPERATIVAS,llame _digit_ _digit_ necesita medicacion artritis noto informar,NEC_OP
12338,12339,su línea se encuentra temporalmente inhabilitado para recibir llamadas,NO RELEVANTE,linea temporalmente inhabilitado recibir llamadas,NR
1269,1270,CAJA A DOMICILIO,NECESIDADES OPERATIVAS,caja domicilio,NEC_OP
6169,6170,"7/7/20, telecom informa que ese numero no corresponde a ningún abonado en servicio",NO RELEVANTE,_digit_ _digit_ _digit_ telecom informa numero corresponde abonado servicio,NR
9564,9565,"al llamar me comenta que su mujer fue con la autizacion y foto del documento pero no le entregaron el bolson de alimentos, que quedaron en ir pero nadie se acerco.
ellosse mudaron y la direccion actual es olaguer feliu 4006  y el telefono es4761 2903   estan esperando respuesta  si van a ir o deben volver a ir ellos
gracias",NEUTRAL,llamar comenta mujer autizacion foto documento entregaron bolson alimentos quedaron acerco ellosse mudaron direccion actual olaguer feliu _digit_ telefono es_digit_ _digit_ esperando respuesta volver,NR
1016,1017,"Me comuniqué en el día de hoy con la señora estaba de buen humor y en buen estado de salud. Se entretiene cocinando, cociendo y mirando la televisión.",POSITIVO,comunique senora humor salud entretiene cocinando cociendo mirando television,R
12687,11002,"Primer contacto telefónico con AM (SARA ISABEL GIAMBUZZI, DNI 6026196).

________________________________________________________________________



Mujer de 70 años jubilada y beneficiaria de PAMI. Está en tratamiento con medicación (4 medicamentos por día) que obtiene a través del Gobierno Nacional, indica que hay fármacos que no están contemplados en la lista del Estado y que no puede costear.

Estuvo internada desde noviembre de 2019 hasta marzo de 2020, menciona que no puede trabajar como lo venía haciendo anterior a su hospitalización (Cuidando niños) por lo que su ingreso mensual no le alcanza para los gastos.

Requiere de estudios de ecografía de riñón y ecodoppler que deberá realizar después de la cuarentena para continuar con su tratamiento médico.

Cuenta con ayuda de su hija para la gestión de los medicamentos y las compras, hace referencia a que no tiene los recursos para tener las 3 comidas del día.

Indica que con la pandemia su animo se ha visto afectado y le genera estres y preocupación la situación por lo que su salud se ha visto afectada (El estres le afecta la tensión).

__________________________________________________________________________



Se acuerda contacto para el día 12 de mayo para continuar con conversación, se le brindará acompañamiento.",NEGATIVO,contacto telefonico am isabel giambuzzi dni _digit_ ________________________________________________________________________mujer _digit_ anos jubilada beneficiaria pami tratamiento medicacion _digit_ medicamentos obtiene gobierno nacional indica farmacos contemplados lista costear internada noviembre _digit_ marzo _digit_ menciona trabajar venia hospitalizacion cuidando ninos ingreso mensual alcanza gastos requiere estudios ecografia rinon ecodoppler debera cuarentena continuar tratamiento medico ayuda hija gestion medicamentos compras referencia recursos _digit_ comidas indica pandemia animo visto afectado genera estres preocupacion situacion salud visto afectada estres afecta tension __________________________________________________________________________se acuerda contacto _digit_ mayo continuar conversacion brindara acompanamiento,R
618,619,"Esta muy bien , conversamos  la próxima semana",POSITIVO,conversamos proxima semana,R
8472,8473,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
11675,11676,primer llamado. confirmamos los datos y pautamos uno para semana próxima,POSITIVO,llamado confirmamos datos pautamos semana proxima,R
6753,6754,"Estuve llamando toda la mañana, pero no me atiende. A la tarde volveré a llamar. 
El número de teléfono registrado, no corresponde a uno abonado en servicio.",NO RELEVANTE,llamando manana atiende volvere llamar numero telefono registrado corresponde abonado servicio,NR
69,70,El TE. de linea no corresponde a un abonado y el celu no lo contesta,NO RELEVANTE,linea corresponde abonado contesta,NR
9310,9311,"Hablé con el señor. Me comentó que si el nieto el martes viene para Vte López, él va a venir, para ver si puede vacunar. Porque ya tuvo 2 veces neumonía. Le sugerí, que trate de darse la primera dosis de la vacuna de neumonía también.",NEUTRAL,hable senor nieto martes viene vte lopez venir vacunar _digit_ neumonia sugeri trate darse dosis vacuna neumonia,NR
6918,6919,"Llamo a AM a  1161934396 sin respuesta alguna. Llamo a AM al numero de la esposa a 1564412082, me indica que aun no se comunicaron desde la municipalidad y le indico que aun pasaron pocos días para tener una respuesta. Agradece de todas formas por la información, y finaliza la llamada.",NO RELEVANTE,llamo am _digit_ respuesta llamo am numero esposa _digit_ indica comunicaron municipalidad pasaron respuesta agradece formas informacion finaliza llamada,NR
6095,6096,dice encontrarse muy bien tiene 80 años la cuidan los hijos no necesita nada.,POSITIVO,encontrarse _digit_ anos cuidan hijos necesita,R
270,271,"La llamé x tres días que no la pude ubicar,  del 11/5 al 13/5.
Hoy le consulté x la caja de comida y ya la pudo conseguir, y con respecto a las vacunas ya las tiene. Me comentó que toma medicación xq es transplantada de médula.",NEUTRAL,llame pude ubicar _digit_ _digit_ _digit_ _digit_ consulte caja comida vacunas toma medicacion xq transplantada medula,NR
230,231,"10/06/20 - Llamo a AM al 22005790 todavía queda pendiente consultar si los habían ayudado desde el área de Desarrollo Social. Me atiende y me dice que estaba durmiendo la siesta y no me puede atender, me disculpo nuevamente y le indico que llamaré más tarde.",NO RELEVANTE,_digit_ _digit_ _digit_ - llamo am _digit_ queda pendiente consultar ayudado area desarrollo social atiende durmiendo siesta atender disculpo nuevamente llamare,NR
1100,1101,"El esta bien, su espesa esta mejor. El lunes 13 cumpleaños",POSITIVO,espesa lunes _digit_ cumpleanos,R
245,246,"Esta tranquila, bien abastecida de alimentos y medicación, el lunes pasado tuvo un control y observaron la presión un  poquito alta y le modificaron levemente la dosis. Contenta por el llamado.",POSITIVO,tranquila abastecida alimentos medicacion lunes control observaron presion poquito alta modificaron levemente dosis contenta llamado,R
3063,3064,Se les rompió la compu y estaría bueno poder conseguir una tablet para ellos,NEUTRAL,rompio compu tablet,NR
3066,3067,"Se encuentra bien, me comentó que se le quemó la computadora que era su único medio de conexión ya que el celular que tiene es muy viejo y no tiene internet. Una amiga le comento que estaban entregando tablets en un centro de jubilados y quiere saber si ella puede solicitarla.",NECESIDADES OPERATIVAS,quemo computadora unico conexion celular viejo internet amiga entregando tablets centro jubilados solicitarla,NEC_OP
6266,6267,Llamé un par de veces para hacer la encuesta pero no la encontré. Intento nuevamente estos días.,NO RELEVANTE,llame par encuesta encontre nuevamente,NR
9515,9516,4/4 17:00hs llame por la tarde y estaba opcupada quedamos que hablamso manana .,NEUTRAL,_digit_ _digit_ _digit_ _digit_hs llame opcupada quedamos hablamso manana,NR
210,211,"COMO SEGUIMOS CON ROSA......?????
HAY QUE MODIFICAR LOS DATOS, ESTA SEMANA NO PUDE HABLAR CON ELLA

AHORA SE MUDO A GUEMES 3850 entre Bolivia y  Peru
NOCESITA BOLSÓN ALIMENTARIO URGENTE.
EL TELEFONO FIJO NO LO TIENE MAS POR QUE SE MUDO A GUEMES 3850


LE DIERON DE BAJA? POR QUE? YO MANTENGO CONTACTO POR EL CELULAR POR MAS QUE SE HALLA MUDADO
ES ONCOLOGICA Y NO CONSIGUE LA VACUNA ANTI GRIPAL.

ME CONUNIQUE EL SABADO Y LE PASE TODOS LOS TELEFONOS Y DIRECCIONES DE DONDE PUEDE IR A VACUNARSE . jUEVES O VIERNES VUELVO A COMUNICARME CON LOS ADULTOS MAYORES",NECESIDADES OPERATIVAS,seguimos rosa modificar datos semana pude hablar mudo guemes _digit_ bolivia peru nocesita bolson alimentario urgente telefono fijo mudo guemes _digit_ baja mantengo contacto celular halla mudado oncologica vacuna gripal conunique sabado pase telefonos direcciones vacunarse jueves viernes vuelvo comunicarme adultos mayores,NEC_OP
7363,7364,Hablamos por WhatsApp se encuentra bien,POSITIVO,hablamos whatsapp,R
5764,5765,"todo bien, todavia no pudo vacunarse, no lo atiende nadie cuando llama a la UAP BURMAN",POSITIVO,vacunarse atiende llama uap burman,R
10319,10320,fue a vacunarse y a cobrar hoy estaba animanda. hablamos x wp todo el tiempo,POSITIVO,vacunarse cobrar animanda hablamos wp,R
8747,8748,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
5378,5379,Olga reitera que no está necesitando nuestra ayuda. ( tambión lo agradece),NO RELEVANTE,reitera necesitando ayuda tambion agradece,NR
5719,5720,Me atendio la esposa y me comento que tiene a los hijos que los ayudan y asisten. De todos modos le pase los datos para que pueda verificarlos en el 147 y mi celular en caso de que necesiten algo.,NEUTRAL,atendio esposa hijos ayudan asisten modos pase datos verificarlos _digit_ celular caso necesiten,NR
2367,2368,"Me atendió el esposo, ya que ella se encontraba durmiendo porque necesitaba descansar pero agradeció el llamado y la buena predisposiciòn.-",NEUTRAL,atendio esposo encontraba durmiendo necesitaba descansar agradecio llamado predisposicion -,NR
2926,2927,AM se encuentra bien y pide que no la volvamos a llamar,NO RELEVANTE,am pide volvamos llamar,NR
12870,12359,"01/06- MARIA DEL CARMEN BIEN DE SALUD, PREOCUPADA POR NO GENERAR INGRESOS EN EL NEGOCIO.

02/06- MARIA DEL CARMEN BIEN TIENE PROBLEMA CON  INTERNET LA ESTUVE AYUDANDO  HACER EL RECLAMO",NEGATIVO,_digit_ _digit_- carmen salud preocupada generar ingresos negocio _digit_ _digit_- carmen problema internet ayudando reclamo,R
377,378,"hoy hablamos con bety, ella esta bien, de buen animo.  ninguna necesidad urgente, a veces un poco cansada del encierro, pero lo esta llevando bien.",POSITIVO,hablamos bety animo necesidad urgente cansada encierro llevando,R
7685,7686,"Irene se encuentra muy bien, solo hablamos para saber si necesita algo con urgencia..
ella esta de muy buen animo",POSITIVO,irene hablamos necesita urgencia animo,R
1813,1814,Es difícil poder contactar.,NO RELEVANTE,dificil contactar,NR
5712,5713,Esta bien pero preocupada por la capacidad del hospital.,NEGATIVO,preocupada capacidad hospital,R
12337,12338,su hijo rodrigo la asiste,NEUTRAL,hijo asiste,NR
6407,6408,Hablamos.de.la.tablet y los.bonos,NEUTRAL,hablamos tablet bonos,NR
2891,2892,Sin novedad,NO RELEVANTE,novedad,NR
6383,6384,Intenté llamar nuevamente pero nadie atiende.,NO RELEVANTE,intente llamar nuevamente atiende,NR
685,686,Ya tiene la receta para el medicamento y tiene alguien que lo ayuda para ir a comprarlo a la farmacia.,POSITIVO,receta medicamento alguien ayuda comprarlo farmacia,R
