id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
11593,nos pusimos de acuerdo y hoy la agregan a un grupo de whatspp de las piletas para recibir ejercitaciones,POSITIVO,pusimos acuerdo agregan grupo whatspp piletas recibir ejercitaciones,R
11594,np vontesta martina,NO RELEVANTE,np vontesta,NR
11595,nro incorrecto,NO RELEVANTE,nro incorrecto,NR
11596,nuestra 1er.  comunicación,NO RELEVANTE,_digit_er comunicacion,NR
11597,nuevamente atiende el contestador. ya llamé tres días seguidos. el teléfono que figura en la ficha está mal pero la señora que me atendió me dio un nuevo número de teléfono pero atiende siempre el contestador.,NO RELEVANTE,nuevamente atiende contestador llame seguidos telefono figura ficha senora atendio numero telefono atiende contestador,NR
11598,nuevamente intenté comunicarme con la señora y volvió a atender el contestador. volveré a intentar comunicarme más tarde o mañana a la mañana,NO RELEVANTE,nuevamente intente comunicarme senora volvio atender contestador volvere comunicarme manana manana,NR
11599,nuevamente realice llamada al numero referido sin poder comunicarme,NO RELEVANTE,nuevamente realice llamada numero referido comunicarme,NR
11600,nuevamente salta el contestador,NO RELEVANTE,nuevamente salta contestador,NR
11601,nuevamente sigue sin atender la persona. se llamo en diferentes horarios y días para contactarla y no responde el teléfono,NO RELEVANTE,nuevamente atender persona llamo horarios contactarla responde telefono,NR
11602,nuevo llamado para saber si ha podido resolver su inconveniente con la sala burman. por suerte en el día de ayer ha podido realizar su estudio y ver a su medico.,POSITIVO,llamado podido resolver inconveniente sala burman suerte podido estudio medico,R
11603,nuevo llamado. la hija estaba limpiando le la casa. la sra se siente acompañada. hace video llamadas con la  familia. esta bien.,POSITIVO,llamado hija limpiando casa siente acompanada video llamadas familia,R
11604,nuevo llamado. semana próxima. concretado hoy 30. está bien de salud y no necesita nada.,POSITIVO,llamado semana proxima concretado _digit_ salud necesita,R
11605,número de teléfono no corresponde a un abonado en servicio,NO RELEVANTE,numero telefono corresponde abonado servicio,NR
11606,numero de telefonos  mal  - el primero no es abonado en servicio y el segundo esta equivocado     19/04/2020   11.40,NO RELEVANTE,numero telefonos - abonado servicio equivocado _digit_ _digit_ _digit_ _digit_ _digit_,NR
11607,numero inexistente,NO RELEVANTE,numero inexistente,NR
11608,número no válido,NO RELEVANTE,numero valido,NR
11609,nunca contesto,NO RELEVANTE,contesto,NR
11610,nunca contesto a los mensajes,NO RELEVANTE,contesto mensajes,NR
11611,nunca contestó el teléfono. por eso no está completa la ficha desde el primer día.,NO RELEVANTE,contesto telefono completa ficha,NR
11612,olga  se encuentra desanimada y esta aburrida de todo,NEGATIVO,desanimada aburrida,R
11613,olga esta muy dolorida de sus piernas y se encuentra en reposo,NEGATIVO,dolorida piernas reposo,R
11614,"olga me cuenta que hace días se cayo en el baño, y estaba tomando des-inflamatorios y ya no tiene mas , pregunta si le podemos conseguir",NEUTRAL,bano tomando des-inflamatorios pregunta,NR
11615,olga no constestó el telefono ante reiterados intentos,NO RELEVANTE,constesto telefono reiterados intentos,NR
11616,otra llamada corta. están bien.,POSITIVO,llamada corta,R
11617,otro día sin poder comunicarme con maria.,NO RELEVANTE,comunicarme,NR
11618,otro llamado breve. siguen bien por suerte.,POSITIVO,llamado siguen suerte,R
11619,"paciente de riesgo: diabética e hipertensa.
no tiene obra social se atiende en salita del barrio y dado que es paciente de riesgo no sale desde inicio de la cuarentena.
asimismo necesita revisión médica, toma de azucar y presión arterial.",NEGATIVO,riesgo diabetica hipertensa obra social atiende salita barrio riesgo sale inicio cuarentena asimismo necesita revision medica toma azucar presion arterial,R
11620,"paciente oncológico, esta bien ,pero a veces necesita convesar , le deje mail y teléfono de atención psicologica.",POSITIVO,oncologico necesita convesar deje mail telefono atencion psicologica,R
11621,"para ver como se encuentran, igual están bien.",POSITIVO,encuentran,R
11622,para ver si pudo ir a buscar la bolsa de alimentos.,NEUTRAL,buscar bolsa alimentos,NR
11623,pase a retirar la caja de alimentos a las 10 am y poder ir a llevarsela a su domicilio,NEUTRAL,pase retirar caja alimentos _digit_ am llevarsela domicilio,NR
11624,pase a retirar su caja 10 am y ahora continuo a llevarsela a su domicilio donde reside,POSITIVO,pase retirar caja _digit_ am continuo llevarsela domicilio reside,R
11625,pasé info de lugares habilitados para cobro de abl,NEUTRAL,pase info lugares habilitados cobro abl,NR
11626,"patricia  dice que su mama angela  esta bien, agradece el llamado y saluda a todo el equipo de voluntarios",POSITIVO,mama angela agradece llamado saluda equipo voluntarios,R
11627,"patricia me envio un ms. de parte de la sra. angela su  agradecimiento al sistema de voluntarios, me cuenta que ya compro los medicamentos con la receta virtual",POSITIVO,envio ms angela agradecimiento sistema voluntarios compro medicamentos receta virtual,R
11628,"patricia y su familia bien hoy hablo con la sra. angela  se encuentra bien, agradece la contencion de los adultos mayores.",POSITIVO,familia hablo angela agradece contencion adultos mayores,R
11629,pautamos una llamada para la próxima semana,NO RELEVANTE,pautamos llamada proxima semana,NR
11630,pedido de caja social,POSITIVO,pedido caja social,R
11631,"pequeña charla con carlo donde me comentó que recibió un maltrato por parte de personal del anselmo marini, cuando fue a ver si conseguía la vacunación.",NEGATIVO,pequena charla recibio maltrato personal marini conseguia vacunacion,R
11632,"pequeña charla con carlo. me comentó que está preocupado porque se le venció el carnet de conducir y no lo puede renovar. fuera de eso, están bien.",POSITIVO,pequena charla preocupado vencio carnet conducir renovar,R
11633,pequeña conversación con la mujer de carlo. está todo bien.,POSITIVO,pequena conversacion mujer,R
11634,"perfecta, le encanta hablar de la realidad actual, charlamos de todo un poco. se encuentra muy bien- y agradecida por el llamado",POSITIVO,perfecta encanta hablar realidad actual charlamos bien- agradecida llamado,R
11635,persona mayor pero bajo cuidado del hijo y los nietos. asistente del centro de jubilados almafuerte. no necesita asistencia en este momento.,POSITIVO,persona cuidado hijo nietos asistente centro jubilados almafuerte necesita asistencia,R
11636,pide que iluminen su cuadra: french y haedo,NEUTRAL,pide iluminen cuadra french haedo,NR
11637,pidio que no la volvamos a llamar porque no lo necesita,POSITIVO,pidio volvamos llamar necesita,R
11638,pidió que no la volvamos a llamar porque no necesita ayuda.,NEUTRAL,pidio volvamos llamar necesita ayuda,NR
11639,"pido atención psicológica para ángel. tiene antecedentes de depresión y está decayendo. después de hablar conmigo, logra animarse, por lo que haré las llamadas más seguido, pero preciso que se comunique un/a profesional .",NEGATIVO,pido atencion psicologica angel antecedentes depresion decayendo hablar logra animarse hare llamadas seguido preciso comunique profesional,R
11640,por ahora están bien. sin necesidades básicas. solo temor al contagio. hablo de prevención.,POSITIVO,necesidades basicas temor contagio hablo prevencion,R
11641,"por ahora no necesita nada, vive con la esposa, su unico problema, es que tiene comercio y lo tiene   cerrado.- pautado   volver a llamar.-",NEUTRAL,necesita vive esposa unico problema comercio cerrado - pautado volver llamar -,NR
11642,por el momento  la señora dice no necesitar nada,POSITIVO,senora necesitar,R
11643,"por el momento  no necesita de algún servicio porque se encuentra asistido por su hijo, de igual forma no le molesta que lo llamen.",POSITIVO,necesita servicio asistido hijo forma molesta llamen,R
11644,por el momento no necesita nada . esta bien con su señora.,POSITIVO,necesita senora,R
11645,"por favor derivar a vacunación en domicilio.

debido al cigarrillo,  tiene un eficema pulmonar/bronquitis y suele enfermarse en invierno. necesita darse la vacuna antigripal y la neumococo. tanto él con la mujer. esa es su principal preocupación/miedo.",NEGATIVO,favor derivar vacunacion domicilio cigarrillo eficema pulmonar bronquitis suele enfermarse invierno necesita darse vacuna antigripal neumococo mujer principal preocupacion miedo,R
11646,por pedido de vacunación a domicilio derivo al área correspondiente,NO RELEVANTE,pedido vacunacion domicilio derivo area correspondiente,NR
11647,"por primera vez, se solto con la conversacion....hasta me hizo escuchar al loro que tiene...",POSITIVO,solto conversacion escuchar loro,R
11648,"prada, rosario  dice que se encuentra bien, fue ayer al super y tiene para toda la semana.
se la  escucha y orienta porque  queria saber cuando podia ir al banco a cobrar",POSITIVO,prada rosario super semana escucha orienta queria podia banco cobrar,R
11649,"precisa la caja alimentaria, es discapacitado y cobra una pensión graciable.",NEGATIVO,precisa caja alimentaria discapacitado cobra pension graciable,R
11650,precisa la vacunacion de la gripe.,NEUTRAL,precisa vacunacion gripe,NR
11651,"pregunta si  dan las 2 vacunas a domicilio, la de la gripe y la  de neumonia. insiste con barbijos guantes y alcohol para cuidadores domiciliarios",NEUTRAL,pregunta _digit_ vacunas domicilio gripe neumonia insiste barbijos guantes alcohol cuidadores domiciliarios,NR
11652,preocupado con temor a volver a trabajar en su peluqueria,NEGATIVO,preocupado temor volver trabajar peluqueria,R
11653,"preocupado, internaron a un hijo.",NEGATIVO,preocupado internaron hijo,R
11654,"primer comunicación, le interesa formar parte y quiere continuar con los llamados.",POSITIVO,comunicacion interesa formar continuar llamados,R
11655,primer contacto,NO RELEVANTE,contacto,NR
11656,"primer contacto realizado 07/05 a las 13:05 hs, la persona indica que no le interesa la asistencia por lo que no se pudo recopilar mas datos.",NEUTRAL,contacto _digit_ _digit_ _digit_ _digit_ hs persona indica interesa asistencia recopilar datos,NR
11657,primer contacto telefónico - la señora patricia tiene 60 años y está al cuidado de su madre. no le interesa participar del programa y a su vez considera que en lugar de ella debimos comunicarnos con su madre  que sí es un adulto mayor.,NEUTRAL,contacto telefonico - senora _digit_ anos cuidado madre interesa participar programa debimos comunicarnos madre adulto,NR
11658,"primer contacto telefónico - silvia agradeció el contacto y me hizo un pedido puntual, me comentó que ella retira la caja de alimentos que da el municipio, y que verdaderamente se le dificulta el retiro, si es posible que le acerquen a la casa la caja de alimentos. me comprometí a darle una respuesta en los próximos llamados.",NEUTRAL,contacto telefonico - agradecio contacto pedido puntual retira caja alimentos municipio verdaderamente dificulta retiro posible acerquen casa caja alimentos comprometi darle respuesta llamados,NR
11659,primer contacto telefónico (34 min.) a medida que entraba en confianza el am iba dando más lugar a la charla y compartiendo datos. pudimos conversar tranquilamente y conocernos. en general su estado de ánimo es bueno. sufre de artrosis y su principal preocupación es no poder comprar los medicamentos.,POSITIVO,contacto telefonico _digit_ medida entraba confianza am iba dando charla compartiendo datos pudimos conversar tranquilamente conocernos animo sufre artrosis principal preocupacion comprar medicamentos,R
11660,primer contacto telefónico (5 min.)  agradeció el interés por parte del municipio pero expresó no estar interesada en participar del programa. por el momento está siendo asistida por sus hijos.,POSITIVO,contacto telefonico _digit_ agradecio interes municipio interesada participar programa asistida hijos,R
11661,"primer contacto, anotó mis datos (di mi celular además, por las dudas).
excelente conversación.",POSITIVO,contacto anoto datos di celular dudas excelente conversacion,R
11662,"primer contacto, anotó mis datos (di mi celular además, por las dudas).
me hizo una consulta de estudio médicos del cetrángolo y donde podía revisarse una herida.",POSITIVO,contacto anoto datos di celular dudas consulta estudio medicos cetrangolo podia revisarse herida,R
11663,primer contacto. muy agradecida por el llamado y el programa de voluntarios. tiene la hija que vive cerca y no necesita nada.,POSITIVO,contacto agradecida llamado programa voluntarios hija vive necesita,R
11664,"primer llamada: 13-04. el adulto vive solo pero en la parte de atrás de su casa se mudó hace poco el hijo, por ende es él quien lo asiste y la razón por la cual ya estaba enterado acerca del día que le toca vacunarse y el día a cobrar los haberes. nueva llamada: 20-04",POSITIVO,llamada _digit_-_digit_ adulto vive casa mudo hijo ende asiste razon enterado acerca toca vacunarse cobrar haberes llamada _digit_-_digit_,R
11665,primer llamado,NO RELEVANTE,llamado,NR
11666,primer llamado - ver observaciones generales.,NO RELEVANTE,llamado - observaciones generales,NR
11667,primer llamado 06/04 13.38 hs atendió el contestador,NO RELEVANTE,llamado _digit_ _digit_ _digit_ _digit_ hs atendio contestador,NR
11668,"primer llamado 06/04 13.38hs.
me atendió su hijo  leonardo que vive con él, se mostró agradecido, me dijo que no necesitaban la asistencia remota.
no le interesa",POSITIVO,llamado _digit_ _digit_ _digit_ _digit_hs atendio hijo vive mostro agradecido necesitaban asistencia remota interesa,R
11669,primer llamado 27/04 a las 10:00hs. estaba durmiendo me atendió antonio-marido.,NEUTRAL,llamado _digit_ _digit_ _digit_ _digit_hs durmiendo atendio antonio-marido,NR
11670,primer llamado a principio desconfiada. después aflojó.,POSITIVO,llamado desconfiada aflojo,R
11671,"primer llamado de contacto 19-04-2020 , deje un mensaje en el contestador presentandome .",NO RELEVANTE,llamado contacto _digit_-_digit_-_digit_ deje mensaje contestador presentandome,NR
11672,primer llamado para entrar en confianza y llenar ficha,NEUTRAL,llamado entrar confianza llenar ficha,NR
11673,"primer llamado, maria estaba comprando en el supermercado chino.",NO RELEVANTE,llamado comprando supermercado chino,NR
11674,"primer llamado, y al comunicarme, la operadora me contesta que el número al que estoy llamando no corresponde a un abonado al servicio, nose si estara bien el numero que se ha archivado en sus datos..",NO RELEVANTE,llamado comunicarme operadora contesta numero llamando corresponde abonado servicio nose numero archivado datos,NR
11675,primer llamado.,NEUTRAL,llamado,NR
11676,primer llamado. confirmamos los datos y pautamos uno para semana próxima,POSITIVO,llamado confirmamos datos pautamos semana proxima,R
11677,primer llamado. en familia no desea recibir mas llamados.,NEUTRAL,llamado familia desea recibir llamados,NR
11678,primer llamado. manifestó la necesidad de un contacto psicológico.,NEGATIVO,llamado necesidad contacto psicologico,R
11679,primer llamado. pará entrar en confianza y completar ficha,NEUTRAL,llamado entrar confianza completar ficha,NR
11680,"primer llamado.
pidió incluir a su hermano en el programa: manuel caliva, 1533153045",NEUTRAL,llamado pidio incluir hermano programa manuel caliva _digit_,NR
11681,"primer llamado: lunes 06/04.  las hijas lo ayudan a saber en qué fecha cobrar y qué día le corresponde, tanto a él como su esposa, darse la vacuna antigripal. 
 nuevo llamado:  lunes 13/04.",POSITIVO,llamado lunes _digit_ _digit_ hijas ayudan fecha cobrar corresponde esposa darse vacuna antigripal llamado lunes _digit_ _digit_,R
11682,primer llamados  pidiendo los datos y presentarnos,NO RELEVANTE,llamados pidiendo datos presentarnos,NR
11683,"primera llamada 02/05 no contesta, volvere a intentar el lunes proximo.",NO RELEVANTE,llamada _digit_ _digit_ contesta volvere lunes,NR
11684,primera llamada: 13-04. me agradeció el llamado pero no se le pudo preguntar nada debido a que justo estaba por salir de la casa. solamente respondió que son los hijos quienes lo están asistiendo y es por eso que él está informado acerca de la vacunación y el cobro de los haberes.  no se pactó una nueva llamada.,NEUTRAL,llamada _digit_-_digit_ agradecio llamado preguntar justo salir casa respondio hijos asistiendo informado acerca vacunacion cobro haberes pacto llamada,NR
11685,"primera llamada:
es masajista jubilada, hijo la asiste, pero está desocupado
le preocupa pagar tarjeta
persona activa",POSITIVO,llamada masajista jubilada hijo asiste desocupado preocupa pagar tarjeta persona activa,R
11686,"protección para cuidadores de los padres (no llevan barbijos ni alcohol) de pami. padre discapacitado, madre muy mayor",NEGATIVO,proteccion cuidadores padres llevan barbijos alcohol pami padre discapacitado madre,R
11687,prueba de martín,NO RELEVANTE,prueba,NR
11688,prueba para detectar fallo del sistema,NO RELEVANTE,prueba detectar fallo sistema,NR
11689,pte dialisada,NEUTRAL,pte dialisada,NR
11690,"pude comunicarme con mabel , charlando muy tranquilo sobre la cuarentena y las actividades que realiza para distraerse, mayormente cocinar y mirar netflix. no sale a la vía publica por ningún motivo, siendo la hija conviviente quien hizo una gran compra para todo el mes. 
hablamos sobre el cronograma de vacunación contra la gripe estacional y me cuenta que nunca se dio la vacuna porque tiene amigos que luego de vacunarse terminaron internados y eso le generó miedos e inseguridades. ante esta situación le recomendé pero sin insistir que piense en reevaluar esta decisión debido a que estamos ante una pandemia y que tanto el ministerio de salud nacional como la secretaría de salud municipal recomienda la vacunación de la gripe para los adultos mayores.",POSITIVO,pude comunicarme charlando tranquilo cuarentena actividades realiza distraerse mayormente cocinar mirar netflix sale via publica motivo hija conviviente compra mes hablamos cronograma vacunacion gripe estacional vacuna amigos vacunarse terminaron internados genero miedos inseguridades situacion recomende insistir piense reevaluar decision pandemia ministerio salud nacional secretaria salud municipal recomienda vacunacion gripe adultos mayores,R
11691,"pude comunicarme con maría cristina, quien mencionó que en la primer comunicación se hizo pasar por la hija porque desconfiaba del llamado, pero  pudo comunicarse con amigas que también fueron contactadas por otros voluntarios y se quedó mas tranquila. luego de aclarado sus dudas, la charla fue muy amena y prolongada, estando muy contenta por la iniciativa que ha tomado el municipio con los vecinos de mayor edad.
  respecto a la compra de de alimentos y artículos de limpieza, es una hija conviviente quien se encarga de realizarlas, como así también el cobro de la jubilación, permitiendo que ella pueda quedarse en su domicilio realizando muchas tareas recreativas, en especial           
(cocinar). estaba al tanto de las fechas y lugares de vacunación contra la gripe, porque dice que lo sigue a jorge macri en las redes y  tiene la fecha especifica para vacunarse.",POSITIVO,pude comunicarme comunicacion pasar hija desconfiaba llamado comunicarse amigas contactadas voluntarios tranquila aclarado dudas charla prolongada contenta iniciativa tomado municipio vecinos edad compra alimentos articulos limpieza hija conviviente encarga realizarlas cobro jubilacion permitiendo quedarse domicilio realizando tareas recreativas especial cocinar fechas lugares vacunacion gripe jorge macri redes fecha especifica vacunarse,R
11692,"pude comunicarme, el teléfono es de la planta baja de la casa, ella vive en la planta alta con su hijo.  necesita que le averigue sobre la eximición de su abl.  ya estoy en eso !!",NEUTRAL,pude comunicarme telefono planta baja casa vive planta alta hijo necesita averigue eximicion abl,NR
11693,"pude comunicarme, se encuentran bien de animo recibe ayuda de su hija estan contenidos ,le gusto que la hallan llamado y agradece que el municipio se preocupen y realize estos llamados , seguire llandola para hablar con ella",POSITIVO,pude comunicarme encuentran animo recibe ayuda hija contenidos gusto hallan llamado agradece municipio preocupen realize llamados seguire llandola hablar,R
11694,"pude contactar. se encontraba bien, vive con su marido. y estan bien",POSITIVO,pude contactar encontraba vive marido,R
11695,"pudo ir por sus propios medios a una uap y se efectuo el analisis correspondiente.
tiene insulina y todos los medicamentos, por el momento. se hara el seguimiento periodico.",POSITIVO,medios uap efectuo analisis correspondiente insulina medicamentos seguimiento periodico,R
11696,pudo retirar la caja de alimentos así que esta un poco mas aliviado.,POSITIVO,retirar caja alimentos aliviado,R
11697,"pudo retirar la caja en yrigoyen sin cola. contenta. dice que es variada, y que es una gran ayuda",POSITIVO,retirar caja yrigoyen cola contenta variada ayuda,R
11698,"quedamos en comunicarnos más adelante, pero lo noté muy bien y acompañado. anotó mi número por cualquier cosa que surgiera.",POSITIVO,quedamos comunicarnos note acompanado anoto numero cosa surgiera,R
11699,quedamos en hablar la proxima semana,NO RELEVANTE,quedamos hablar proxima semana,NR
11700,"quedamos que la llamaba en la semana ,la asisten sus 2 hijas.",NEUTRAL,quedamos llamaba semana asisten _digit_ hijas,NR
11701,"quería avisar que el teléfono 4799- 7490 (al que me pude comunicar, no así al celular por el momento) no pertenece a la señora calafell, pertence a una señora llamada: mirna calderón  de la zona de olivos. ahora voy a enviar un mail solicitando me la agreguen al listado ya que es una señora con varias necesidades.",NO RELEVANTE,queria avisar telefono _digit_- _digit_ pude comunicar celular pertenece senora calafell pertence senora llamada calderon zona olivos enviar mail solicitando agreguen listado senora necesidades,NR
11702,quería comentar que la sra no vive mas en sarmiento 4240 olivos. me lo comento un masculino que me atendió. sin dar mayores dato.,NO RELEVANTE,queria comentar vive sarmiento _digit_ olivos masculino atendio mayores,NR
11703,quien comenta que paso muy bien las pascuas y x el momento no necesita nada.,POSITIVO,comenta paso pascuas necesita,R
11704,quiere caja de alimentos,NEUTRAL,caja alimentos,NR
11705,"quiere que lo llame cada 2 o 3 dias. 
a fin de mes necesita comprar medicamentos",POSITIVO,llame _digit_ _digit_ mes necesita comprar medicamentos,R
11706,quiere saber dónde puede vacunar a su marido o que vayan a su domicilio.,POSITIVO,vacunar marido vayan domicilio,R
11707,"quiere saber que día darán bolsa de alimentos.
por favor que lo necesita.
gracias.",NEUTRAL,daran bolsa alimentos favor necesita,NR
11708,quiere un turno para anses,NEUTRAL,turno anses,NR
11709,quieren que llame día por medio,NEUTRAL,quieren llame,NR
11710,"quise poner la fecha de nacimiento de el señor pero no lo pude llenar la pagina no me deja 
la fecha es 17/03/1940",NO RELEVANTE,quise fecha nacimiento senor pude llenar pagina deja fecha _digit_ _digit_ _digit_,NR
11711,"ramirez andres, no se encuentra disponible la llamada. volvere a llamar",NO RELEVANTE,ramirez disponible llamada volvere llamar,NR
11712,"ramirez, andres no contesta los llamados, dice que no se encuentra disponible.",NO RELEVANTE,ramirez contesta llamados disponible,NR
11713,"ramón continua de muy buen ánimo. se maneja de manera autónoma para comprar algún alimento de almacén que tiene a media cuadra de la casa. 
en su barrio virgen de luján funciona un centro comunitario para los vecinos de lunes a viernes. sábado y domingo un grupo de vecinos realiza esa labor comunitaria en el comedor fangio (en castro barro 3125) del cual se reconoce socio fundador y lo menciona y repite con orgullo.
ramón manifiesta dos inquietudes, una es solicitarle al municipio la colaboración de alimentos para el comedor fangio (sábados y domingos) y por otro lado la asistencia del programa ser parte para su vecina juanita de ledesma, am que vive con su hijo discapacitado. como dato aporta solo el domicilio de la vecina, que es castro barro 3122.
muchas gracias, saludos cordiales.  marcela",POSITIVO,continua animo maneja autonoma comprar alimento almacen media cuadra casa barrio virgen funciona centro comunitario vecinos lunes viernes sabado domingo grupo vecinos realiza labor comunitaria comedor fangio castro barro _digit_ reconoce socio fundador menciona repite orgullo manifiesta inquietudes solicitarle municipio colaboracion alimentos comedor fangio sabados domingos asistencia programa vecina ledesma am vive hijo discapacitado aporta domicilio vecina castro barro _digit_ saludos cordiales,R
11714,"ramón se encuentra muy bien de ánimo. continúa manejándose de manera autónoma, sin inconvenientes.",POSITIVO,animo continua manejandose autonoma inconvenientes,R
11715,"ramona , hoy se vacuno en la farmacia que le sugerimos nosotros",POSITIVO,ramona vacuno farmacia sugerimos,R
11716,"ramona se encuentra bien, se anoto en soy parte esta esperando que le mandes
a sus am",POSITIVO,ramona anoto esperando mandes am,R
11717,reagendamos para llamar el dia jueves.,NEUTRAL,reagendamos llamar jueves,NR
11718,"realice 2do llamado, muy buena recepción de llamado, hablé por 15 minutos con esposa elena espínola dni: 92418644.
se sienten muy solos, les gusta mucho que los llamé.
por ahora no necesitan nada, quedé en seguir llamándolos.",POSITIVO,realice _digit_do llamado recepcion llamado hable _digit_ minutos esposa elena espinola dni _digit_ sienten gusta llame necesitan quede seguir llamandolos,R
11719,realice el llamado pero no contestó. llamaré mañana para ver como está.,NO RELEVANTE,realice llamado contesto llamare manana,NR
11720,realicé el primer llamado de contacto a ambos teléfonos y no respondió a ninguno. voy a seguir insistiendo durante el día.,NO RELEVANTE,realice llamado contacto telefonos respondio seguir insistiendo,NR
11721,"realice el primer llamado, pero me informo que no le interesa el programa ya que tiene asistencia permanente de sus hijos.",POSITIVO,realice llamado interesa programa asistencia permanente hijos,R
11722,"realice nuevo llamado ,le facilite mi celular para que se comunique conmigo en caso de urgencia.tiene problemas con medicacion pquiatrica.",NEGATIVO,realice llamado facilite celular comunique caso urgencia problemas medicacion pquiatrica,R
11723,"realise el lamado se encuentran bien de animo esta en contacto con sus hijos que se encuentran viviendo en la costa 
tambien se encuentra en contactos con sus medicos ya que es una persona anticuabulada y tiene una tombosis en la pierna quede en llamarla el lunes por la tarde para saber que le dijo el medico por el tema de la anticuabulacion para que le hagan los controles en la casa por  intermedio de pami",POSITIVO,realise lamado encuentran animo contacto hijos encuentran viviendo costa contactos medicos persona anticuabulada tombosis pierna quede llamarla lunes medico tema anticuabulacion controles casa intermedio pami,R
11724,"realise el llamado el y su esposa se encuentran bien de animo, el  se entretiene realizando tareas en un pequeño taller que tiene en su casa y realiza las compras, su esposa hace las cosas de la casa y  tambien realiza yoga por video llamada quede en llamarlos todas las tardes para ver como siguen y si tiene alguna inquietud me la comuniquen para ver si se lo podemos solucionar",POSITIVO,realise llamado esposa encuentran animo entretiene realizando tareas pequeno taller casa realiza compras esposa casa realiza yoga video llamada quede llamarlos tardes siguen inquietud comuniquen solucionar,R
11725,realizar seguimiento.,NEUTRAL,seguimiento,NR
11726,"realize el llamado 10:08 am, me presente como voluntario brindando mis datos y mi dni
la señora atendio de muy buena forma le comente al respecto del voluntariado
me hizo la siguiente pregunta ¿de donde nosotros sacamos los datos sobre ellos?
me comento que se siente ""perfecta"" que ya obtiene asistencia no aclaro por parte de quien
que no realiza ninguna actividad recreativa/cultural
los datos que figuran en su ficha son correctos ya que los he corroborado
me comento que no le interesa recibir asistencia que por ahora se encuentra bien",POSITIVO,realize llamado _digit_ _digit_ am presente voluntario brindando datos dni senora atendio forma comente voluntariado pregunta sacamos datos siente perfecta obtiene asistencia aclaro realiza actividad recreativa cultural datos figuran ficha correctos corroborado interesa recibir asistencia,R
11727,"realize el llamado 10:38 hs am
me respondio el llamado una persona de sexo masculino la cual me comunico con ella
le comente acerca de todo y me presente
los datos que figuran en la planilla estan correctos
me comento que es paciente transplantada y que vive con sus familiares y que la asistenten constantemente
le realizan chequeos de sangre en domicilio
me comento que se siente muy bien de animo
me comento tambien que ahora no se encuentra ""caminando"" que es lo que le recetaron los medicos despues de su transplante",POSITIVO,realize llamado _digit_ _digit_ hs am respondio llamado persona sexo masculino comunico comente acerca presente datos figuran planilla correctos transplantada vive familiares asistenten constantemente realizan chequeos sangre domicilio siente animo caminando recetaron medicos transplante,R
11728,"realize el llamado a la señora me corroboro que los datos que estan en la planilla estan bien
me comento que la asiste su hijo con mercaderia y demas cosas
me comento que intento sumarse al voluntariado pero por temas relacionados con su edad no pudo ingresar
se encuentra en buen estado de animo
se mantiene informada por los medios me comento acerca de otros puntos de ayuda alimentaria y demas
su hijo la asistiria hoy 2/05/2020 en el horario de las 15 hs con mercaderia y demas
me comento que no le interesa ya que podria haber gente que lo necesite mas",POSITIVO,realize llamado senora corroboro datos planilla asiste hijo mercaderia sumarse voluntariado temas relacionados edad ingresar animo mantiene informada medios acerca puntos ayuda alimentaria hijo asistiria _digit_ _digit_ _digit_ horario _digit_ hs mercaderia interesa gente necesite,R
11729,realize el llamado a las 10:55 am hablamos por telefono lo tuve al tanto de todo y me solicito una caja de alimentos la cual mañana 06/05 pasare a retirar,NEUTRAL,realize llamado _digit_ _digit_ am hablamos telefono solicito caja alimentos manana _digit_ _digit_ pasare retirar,NR
11730,realize el llamado a las 11:05 am le brinde informacion la llamada fue breve no quiso brindar datos,NEUTRAL,realize llamado _digit_ _digit_ am brinde informacion llamada quiso brindar datos,NR
11731,"realize el llamado a las 9 am
me comento que ella es discapacitada
vive con sus esposo que es paciente oncologico
se siente angustiada y que siempre es una persona optimista
actualmente reside en la veterinaria de su hija en rosetti 3002 y dorrego",NEGATIVO,realize llamado _digit_ am discapacitada vive esposo oncologico siente angustiada persona optimista reside veterinaria hija rosetti _digit_ dorrego,R
11732,"realize el llamado el 02/05/2020 a las 10:49 hs am 
mantuvimos una conversacion de 16 minutos
le comente acerca de la informacion
los datos que figuran en planilla son correctos
se vio muy interesada en la caja de alimentos le pase direccion horarios y como debia realizar su vecino para retirar la caja
le comente que estaba a disposicion de ella para cualquier cosa que necesite
me pidio mis datos y mi telefono para estar en contacto conmigo
un detalle:  es una persona muy creyente en dios siempre pide y reza por los demas
se la vio muy optimista y positiva
realiza activididad en bicicleta fija me comento
le gusta leer y mirar las noticias
cada tanto mira alguna pelicula
los medicamentos los recibe en su domicilio",POSITIVO,realize llamado _digit_ _digit_ _digit_ _digit_ _digit_ hs am mantuvimos conversacion _digit_ minutos comente acerca informacion datos figuran planilla correctos vio interesada caja alimentos pase direccion horarios debia vecino retirar caja comente disposicion cosa necesite pidio datos telefono contacto detalle persona creyente pide reza vio optimista positiva realiza activididad bicicleta fija gusta leer mirar noticias mira pelicula medicamentos recibe domicilio,R
11733,realizo las gestiones para averiguar sobre vacunación domiciliaria y realizo la derivación correspondiente,POSITIVO,gestiones averiguar vacunacion domiciliaria derivacion correspondiente,R
11734,receta de remedios por que se le venció. también necesita alguien que les haga las compras.,NEUTRAL,receta remedios vencio necesita alguien haga compras,NR
